a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.08,1,0.54,90,0.952381,0.927024,0.513514,0.861642,0.0540541,0.130764,0.0,0.00759374
0.08,1,0.47,91,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,91,1.0,0.989399,1.0,0.978969,0.0,0.0208608,0.0,0.000170098
0.08,1,0.54,91,0.885714,0.961852,1.21739,0.925847,0.26087,0.0720103,0.0434783,0.00214316
0.08,1,0.47,92,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,92,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,92,1.0,0.904801,0.666667,0.822279,0.0,0.165045,0.0,0.0126763
0.08,1,0.47,93,0.988889,1.0,0.977778,1.0,0.0222222,0.0,0.0,0.0
0.08,1,0.5,93,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,93,0.944444,1.0,0.592593,1.0,0.0740741,0.0,0.0,0.0
0.08,1,0.47,94,0.948276,0.991297,0.896552,0.982709,0.103448,0.0171759,0.0,0.000114874
0.08,1,0.5,94,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,94,0.96,0.95528,1.27778,0.913486,0.111111,0.083587,0.0,0.00292672
0.08,1,0.47,95,1.0,0.95846,1.0,0.919453,0.0,0.0780142,0.0,0.00253293
0.08,1,0.5,95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,95,0.931818,0.968104,0.452381,0.937715,0.0714286,0.0607778,0.0,0.00150739
0.08,1,0.47,96,0.92,1.0,0.84,1.0,0.16,0.0,0.0,0.0
0.08,1,0.5,96,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,96,0.931373,0.9447,1.18919,0.893832,0.189189,0.101737,0.0,0.00443105
0.08,1,0.47,97,1.0,0.934661,1.0,0.875452,0.0,0.118419,0.0,0.00612933
0.08,1,0.5,97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,97,0.944444,0.944324,0.8,0.893139,0.1,0.102371,0.0,0.00448998
0.08,1,0.47,98,0.982143,1.0,0.964286,1.0,0.0357143,0.0,0.0,0.0
0.08,1,0.5,98,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,98,0.928571,0.95528,0.631579,0.913486,0.105263,0.083587,0.0,0.00292672
0.08,1,0.47,99,1.0,0.985954,1.0,0.972206,0.0,0.0274967,0.0,0.000297584
0.08,1,0.5,99,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.54,99,0.923077,0.941956,2.2,0.888781,0.4,0.10635,0.0,0.0048695
0.08,1,0.47,100,0.919355,1.0,0.83871,1.0,0.16129,0.0,0.0,0.0
0.08,1,0.5,100,0.983871,1.0,0.967742,1.0,0.0322581,0.0,0.0,0.0
0.08,1,0.54,100,0.796296,0.937288,0.548387,0.880235,0.290323,0.114105,0.0322581,0.00565995
