a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.0688,1,0.47,68,0.733333,0.640625,0.466667,0.462105,0.533333,0.403246,0.0,0.134649
0.0688,1,0.5,68,0.617647,0.6625,0.411765,0.491944,0.411765,0.389842,0.176471,0.118214
0.0688,1,0.54,68,0.666667,0.621951,0.428571,0.437132,0.47619,0.413323,0.0952381,0.149545
0.0688,1,0.47,69,0.515625,0.546875,0.3125,0.341931,0.40625,0.440711,0.28125,0.217358
0.0688,1,0.5,69,0.68,0.677083,0.52,0.512167,0.32,0.379967,0.16,0.107866
0.0688,1,0.54,69,0.611111,0.601852,0.333333,0.4108,0.555556,0.422738,0.111111,0.166463
0.0688,1,0.47,70,0.392857,0.526316,0.214286,0.31746,0.357143,0.444444,0.428571,0.238095
0.0688,1,0.5,70,0.782609,0.76,0.608696,0.631487,0.347826,0.310204,0.0434783,0.058309
0.0688,1,0.54,70,0.714286,0.607143,0.5,0.417675,0.428571,0.420405,0.0714286,0.161921
0.0688,1,0.47,71,0.391304,0.435185,0.130435,0.218407,0.521739,0.440944,0.347826,0.340649
0.0688,1,0.5,71,0.603448,0.62037,0.37931,0.43504,0.448276,0.414118,0.172414,0.150842
0.0688,1,0.54,71,0.541667,0.553191,0.333333,0.349595,0.416667,0.439235,0.25,0.21117
0.0688,1,0.47,72,0.46875,0.5,0.15625,0.287234,0.625,0.446809,0.21875,0.265957
0.0688,1,0.5,72,0.722222,0.660714,0.62963,0.489485,0.185185,0.391,0.185185,0.119514
0.0688,1,0.54,72,0.6625,0.65,0.525,0.474818,0.275,0.397711,0.2,0.127471
0.0688,1,0.47,73,0.518519,0.524194,0.296296,0.314976,0.444444,0.444736,0.259259,0.240288
0.0688,1,0.5,73,0.84375,0.794643,0.71875,0.683137,0.25,0.274619,0.03125,0.0422435
0.0688,1,0.54,73,0.5625,0.592593,0.375,0.398869,0.375,0.426568,0.25,0.174563
0.0688,1,0.47,74,0.71875,0.621622,0.4375,0.436696,0.5625,0.413489,0.0,0.149815
0.0688,1,0.5,74,0.636364,0.586957,0.454545,0.39167,0.363636,0.428742,0.181818,0.179588
0.0688,1,0.54,74,0.3,0.411111,0.2,0.195004,0.2,0.434513,0.6,0.370483
0.0688,1,0.47,75,0.5,0.509434,0.153846,0.297925,0.692308,0.446274,0.153846,0.255801
0.0688,1,0.5,75,0.581395,0.543478,0.465116,0.337838,0.232558,0.441441,0.302326,0.220721
0.0688,1,0.54,75,0.619048,0.6,0.333333,0.408403,0.571429,0.423529,0.0952381,0.168067
0.0688,1,0.47,76,0.575,0.568182,0.25,0.368048,0.65,0.435115,0.1,0.196838
0.0688,1,0.5,76,0.634146,0.602941,0.439024,0.412212,0.390244,0.422266,0.170732,0.165522
0.0688,1,0.54,76,0.541667,0.510417,0.291667,0.299048,0.5,0.446198,0.208333,0.254754
0.0688,1,0.47,77,0.537037,0.508621,0.333333,0.296997,0.407407,0.446334,0.259259,0.256669
0.0688,1,0.5,77,0.652778,0.641791,0.5,0.46368,0.305556,0.402575,0.194444,0.133746
0.0688,1,0.54,77,0.382353,0.522727,0.176471,0.313265,0.411765,0.444927,0.411765,0.241808
0.0688,1,0.47,78,0.769231,0.680556,0.538462,0.517019,0.461538,0.377506,0.0,0.105474
0.0688,1,0.5,78,0.833333,0.796875,0.666667,0.686494,0.333333,0.272205,0.0,0.0413009
0.0688,1,0.54,78,0.564516,0.517544,0.387097,0.307245,0.354839,0.445535,0.258065,0.24722
0.0688,1,0.47,79,0.515152,0.554688,0.30303,0.35142,0.424242,0.438862,0.272727,0.209718
0.0688,1,0.5,79,0.714286,0.674419,0.47619,0.508453,0.47619,0.381827,0.047619,0.10972
0.0688,1,0.54,79,0.590909,0.54,0.409091,0.333667,0.363636,0.442143,0.227273,0.224191
0.0688,1,0.47,80,0.533333,0.525424,0.333333,0.316415,0.4,0.444569,0.266667,0.239016
0.0688,1,0.5,80,0.66129,0.616071,0.451613,0.429369,0.419355,0.416232,0.129032,0.154399
0.0688,1,0.54,80,0.388889,0.382353,0.222222,0.168663,0.333333,0.423819,0.444444,0.407518
0.0688,1,0.47,81,0.65,0.556818,0.45,0.354025,0.4,0.438317,0.15,0.207658
0.0688,1,0.5,81,0.613636,0.567308,0.363636,0.366962,0.5,0.435378,0.136364,0.19766
0.0688,1,0.54,81,0.757576,0.648438,0.575758,0.472691,0.363636,0.398655,0.0606061,0.128654
0.0688,1,0.47,82,0.6,0.625,0.3,0.441176,0.6,0.411765,0.1,0.147059
0.0688,1,0.5,82,0.34375,0.425,0.0625,0.208358,0.5625,0.438505,0.375,0.353138
0.0688,1,0.54,82,0.455882,0.5,0.205882,0.287234,0.5,0.446809,0.294118,0.265957
0.0688,1,0.47,83,0.28125,0.414634,0.0,0.198353,0.5625,0.435598,0.4375,0.366049
0.0688,1,0.5,83,0.805556,0.736111,0.611111,0.596428,0.388889,0.332599,0.0,0.0709725
0.0688,1,0.54,83,0.615385,0.513889,0.384615,0.30303,0.461538,0.4459,0.153846,0.25107
0.0688,1,0.47,84,0.595238,0.520833,0.285714,0.31106,0.619048,0.445161,0.0952381,0.243779
0.0688,1,0.5,84,0.571429,0.5625,0.357143,0.36101,0.428571,0.436778,0.214286,0.202212
0.0688,1,0.54,84,0.541667,0.538462,0.208333,0.331828,0.666667,0.442438,0.125,0.225734
0.0688,1,0.47,85,0.386364,0.39,0.181818,0.175493,0.409091,0.426982,0.409091,0.397526
0.0688,1,0.5,85,0.611111,0.634921,0.388889,0.454426,0.444444,0.406459,0.166667,0.139115
0.0688,1,0.54,85,0.814815,0.714286,0.666667,0.564854,0.296296,0.351464,0.037037,0.083682
0.0688,1,0.47,86,0.58,0.533898,0.28,0.3264,0.6,0.443259,0.12,0.230341
0.0688,1,0.5,86,0.613636,0.552632,0.363636,0.348913,0.5,0.439372,0.136364,0.211715
0.0688,1,0.54,86,0.574074,0.525862,0.296296,0.316929,0.555556,0.444508,0.148148,0.238563
0.0688,1,0.47,87,0.666667,0.448276,0.666667,0.231636,0.0,0.443474,0.333333,0.32489
0.0688,1,0.5,87,0.712121,0.698113,0.545455,0.541765,0.333333,0.364431,0.121212,0.0938045
