a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.08,1,0.5,83,0.979167,0.983583,0.958333,0.967571,0.0416667,0.0320236,0.0,0.000405568
0.08,1,0.54,83,0.977273,0.994219,0.875,0.964621,0.0416667,0.0348959,0.0,0.000483054
0.08,1,0.47,84,0.980769,0.984861,0.961538,0.970067,0.0384615,0.0295881,0.0,0.000345332
0.08,1,0.5,84,0.98,0.984247,0.96,0.968869,0.04,0.0307577,0.0,0.000373636
0.08,1,0.54,84,1.0,0.972337,1.04,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,85,0.934783,0.947198,0.869565,0.898445,0.130435,0.0975057,0.0,0.00404924
0.08,1,0.5,85,0.965517,0.972596,0.931034,0.94631,0.0689655,0.0525728,0.0,0.00111762
0.08,1,0.54,85,1.0,1.0,1.03448,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,86,0.941176,0.952556,0.882353,0.908398,0.117647,0.0883165,0.0,0.00328558
0.08,1,0.5,86,0.977273,0.982069,0.954545,0.964621,0.0454545,0.0348959,0.0,0.000483054
0.08,1,0.54,86,1.0,1.0,0.681818,1.0,0.0,0.0,0.0,0.0
0.08,1,0.47,87,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.08,1,0.5,87,0.944444,0.95528,0.888889,0.913486,0.111111,0.083587,0.0,0.00292672
0.08,1,0.54,87,0.962963,1.01621,1.38889,0.942331,0.111111,0.0563787,0.0,0.00129072
