a,replicate_number,x,gen,d_allele_freq, exp_d_allele_freq, dd_freq, exp_dd_freq, dwt_freq, exp_dwt_freq, wtwt_freq, exp_wtwt_freq
0.0688,1,0.5,53,0.722222,0.712996,0.444444,0.526766,0.555556,0.37246,0.0,0.100774
0.0688,1,0.54,53,0.58,0.627877,0.407407,0.417675,0.259259,0.420405,0.259259,0.161921
0.0688,1,0.47,54,0.7,0.642441,0.4,0.435462,0.6,0.413958,0.0,0.15058
0.0688,1,0.5,54,0.681818,0.748674,0.484848,0.576282,0.393939,0.344784,0.121212,0.0789341
0.0688,1,0.54,54,0.7,0.598483,0.212121,0.382853,0.212121,0.431259,0.030303,0.185888
0.0688,1,0.47,55,0.357143,0.725926,0.285714,0.544444,0.142857,0.362963,0.571429,0.0925926
0.0688,1,0.5,55,0.734375,0.707088,0.59375,0.518787,0.28125,0.376601,0.125,0.104611
0.0688,1,0.54,55,0.625,0.725926,0.375,0.544444,0.34375,0.362963,0.15625,0.0925926
0.0688,1,0.47,56,0.655172,0.352941,0.551724,0.147059,0.206897,0.411765,0.241379,0.441176
0.0688,1,0.5,56,0.59375,0.760978,0.3125,0.5939,0.5625,0.334156,0.125,0.0719435
0.0688,1,0.54,56,0.651515,0.647059,0.9375,0.441176,0.8125,0.411765,0.3125,0.147059
0.0688,1,0.47,57,0.814815,0.679142,0.666667,0.481881,0.296296,0.394522,0.037037,0.123597
0.0688,1,0.5,57,0.703704,0.613407,0.481481,0.400353,0.444444,0.426107,0.0740741,0.17354
0.0688,1,0.54,57,0.442857,0.675277,0.296296,0.476883,0.555556,0.396787,0.444444,0.12633
0.0688,1,0.47,58,0.72973,0.839731,0.540541,0.713591,0.378378,0.25228,0.0810811,0.0341288
0.0688,1,0.5,58,0.59375,0.729739,0.25,0.549715,0.6875,0.360047,0.0625,0.0902374
0.0688,1,0.54,58,0.384615,0.447373,0.125,0.226118,0.375,0.44251,0.3125,0.331373
0.0688,1,0.47,59,0.685185,0.756287,0.518519,0.587149,0.333333,0.338275,0.148148,0.0745757
0.0688,1,0.5,59,0.880952,0.613407,0.809524,0.400353,0.142857,0.426107,0.047619,0.17354
0.0688,1,0.54,59,0.636364,0.383059,0.428571,0.17067,0.47619,0.424779,0.142857,0.404551
0.0688,1,0.47,60,0.75,0.710591,0.5625,0.523511,0.375,0.374161,0.0625,0.102328
