a,gen,avg_num_dd,avg_num_dwt,avg_num_d_alleles,avg_d_fitness,avg_popsize,num_replicates
0.07,77,2161.4777777777776,1266.9555555555555,5589.9111111111115,2866.5173333333332,25552.044444444444,90
0.07,78,2223.303370786517,1282.5955056179776,5729.202247191011,2939.8577528089886,25587.494382022473,89
0.07,79,2259.494382022472,1267.752808988764,5786.741573033708,2972.7101123595507,25588.16853932584,89
0.07,80,2288.505617977528,1268.1685393258426,5845.179775280899,3004.2168539325844,25590.29213483146,89
0.07,81,2321.8426966292136,1266.9213483146068,5910.606741573034,3039.6970786516854,25635.573033707864,89
0.07,82,2357.741573033708,1256.056179775281,5971.539325842697,3073.9044943820227,25615.123595505618,89
0.07,83,2400.449438202247,1245.9887640449438,6046.887640449439,3115.8006741573035,25624.842696629214,89
0.07,84,2559.8,1306.4352941176471,6426.035294117647,3313.286823529412,25682.435294117648,85
0.07,85,2619.059523809524,1312.452380952381,6550.571428571428,3379.8142857142857,25671.75,84
0.07,86,2684.9036144578313,1325.9638554216867,6695.77108433735,3456.6007228915664,25612.87951807229,83
0.07,87,2771.4146341463415,1336.0365853658536,6878.865853658536,3554.2631707317073,25657.658536585364,82
0.07,88,2797.6463414634145,1330.841463414634,6926.134146341464,3580.411463414634,25638.256097560974,82
0.07,89,2833.390243902439,1324.7439024390244,6991.524390243902,3616.453902439024,25664.414634146342,82
0.07,90,2882.4024390243903,1323.9756097560976,7088.780487804878,3669.0643902439024,25661.90243902439,82
0.07,91,2958.4074074074074,1338.5061728395062,7255.320987654321,3757.2525925925925,25651.185185185186,81
0.07,92,3011.320987654321,1334.6666666666667,7357.308641975309,3812.786666666667,25686.37037037037,81
0.07,93,3088.2875,1349.9125,7526.4875,3902.31375,25667.85,80
0.07,94,3111.4375,1358.0875,7580.9625,3930.74925,25689.7625,80
0.07,95,3200.6708860759495,1369.3544303797469,7770.696202531645,4031.853417721519,25693.037974683546,79
0.07,96,3290.474358974359,1378.6025641025642,7959.551282051282,4132.725384615384,25666.115384615383,78
0.07,97,3399.805194805195,1395.974025974026,8195.584415584415,4258.098701298702,25700.77922077922,77
0.07,98,3496.2631578947367,1413.592105263158,8406.118421052632,4369.672894736842,25711.276315789473,76
0.07,99,3550.7105263157896,1405.0394736842106,8506.46052631579,4424.883947368421,25733.21052631579,76
0.07,100,3596.434210526316,1402.0657894736842,8594.934210526315,4473.0165789473685,25724.434210526317,76
