a,gen,overall_d_count,overall_d_rate,windowed_d_count,windowed_dd_count,windowed_dwt_count,windowed_drive_rate
0.0694,76,4501.0526315789475,0.08879866227368421,59.21052631578947,26.210526315789473,6.7894736842105265,0.565822447368421
0.0694,77,4570.210526315789,0.0897266779,52.36842105263158,23,6.368421052631579,0.5398270894736842
0.0694,78,4546.263157894737,0.08943711642631579,56.8421052631579,25.210526315789473,6.421052631578948,0.5381135736842105
0.0694,79,4577.1578947368425,0.09009404010526316,57.21052631578947,25.68421052631579,5.842105263157895,0.5457661315789474
0.0694,80,4897.833333333333,0.09598847294444444,58.388888888888886,26.38888888888889,5.611111111111111,0.5657333277777777
0.0694,81,4932.611111111111,0.09626930840555556,62,27.77777777777778,6.444444444444445,0.5637636388888889
0.0694,82,4955.5,0.09688307185,60.166666666666664,27.555555555555557,5.055555555555555,0.5647816277777777
0.0694,83,5010.277777777777,0.09813102483333333,58.666666666666664,27,4.666666666666667,0.5568738777777777
0.0694,84,5414.529411764706,0.10586707677647059,66.23529411764706,30.235294117647058,5.764705882352941,0.6001030176470589
0.0694,85,5478.588235294118,0.10708677107058823,67.11764705882354,30.11764705882353,6.882352941176471,0.5922143235294117
0.0694,86,5486.764705882353,0.10699641777647059,65.52941176470588,30.529411764705884,4.470588235294118,0.5954814176470589
0.0694,87,5567.294117647059,0.1082659329117647,69.47058823529412,31.352941176470587,6.764705882352941,0.5996035941176471
0.0694,88,5656.117647058823,0.10990585137647059,70.47058823529412,32.411764705882355,5.647058823529412,0.5829182647058824
0.0694,89,5670,0.11055724758235294,71.11764705882354,33.11764705882353,4.882352941176471,0.5883260294117647
0.0694,90,5672.529411764706,0.11064287269411764,62.88235294117647,28.58823529411765,5.705882352941177,0.5773024
0.0694,91,6100.5,0.118229259625,64.375,29.4375,5.5,0.606136425
0.0694,92,6174.0625,0.11949572375,69.0625,31.625,5.8125,0.639072375
0.0694,93,6221.875,0.120817388,74.125,35.1875,3.75,0.609539375
0.0694,94,6311.625,0.122070606425,61.5,28.0625,5.375,0.60337196875
0.0694,95,6298.5,0.1222365366875,73.4375,33.375,6.6875,0.60847955
0.0694,96,6734.866666666667,0.13195625052,66.4,30.466666666666665,5.466666666666667,0.6414165333333334
0.0694,97,6930.866666666667,0.13457553256,72.53333333333333,34.46666666666667,3.6,0.6514542133333333
0.0694,98,6958.2,0.13502855382,68.6,32.2,4.2,0.6496275666666667
0.0694,99,7052.733333333334,0.13676625303333334,78.46666666666667,36.6,5.266666666666667,0.6508543
0.0694,100,7033.666666666667,0.13666186508666667,75.4,36,3.4,0.6405248
