a,change
0.048894472,298
0.048894472,399
0.048894472,236
0.048894472,102
0.048894472,325
0.048894472,225
0.048894472,196
0.048894472,334
0.048894472,56
0.048894472,370
0.048894472,254
0.048894472,200
0.048894472,203
0.048894472,14
0.048894472,278
0.048894472,51
0.048894472,82
0.048894472,280
0.048894472,329
0.048894472,13
0.049346734,214
0.049346734,341
0.049346734,41
0.049346734,239
0.049346734,457
0.049346734,250
0.049346734,97
0.049346734,73
0.049346734,320
0.049346734,143
0.049346734,319
0.049346734,263
0.049346734,351
0.049346734,184
0.049346734,94
0.049346734,210
0.049346734,89
0.049346734,375
0.049346734,421
0.049346734,135
0.049346734,296
0.049346734,240
0.049346734,72
0.049346734,271
0.049346734,154
0.049346734,162
0.049346734,368
0.049346734,357
0.049346734,305
0.049346734,388
0.049346734,385
0.049346734,251
0.049346734,141
0.049346734,381
0.049346734,452
0.049346734,275
0.049346734,397
0.049346734,359
0.049346734,287
0.049346734,-37
0.049346734,182
0.049346734,366
0.049346734,184
0.049346734,246
0.049346734,317
0.049346734,269
0.049346734,2
0.049346734,223
0.049346734,290
0.049346734,300
0.049346734,88
0.049346734,116
0.049346734,234
0.049346734,278
0.049346734,315
0.049346734,153
0.049346734,149
0.049346734,275
0.049346734,130
0.049346734,468
0.049346734,202
0.049346734,519
0.049346734,59
0.049346734,236
0.049346734,338
0.049346734,299
0.049346734,99
0.049346734,142
0.049346734,451
0.049346734,381
0.049346734,451
0.049346734,207
0.049346734,194
0.049346734,154
0.049346734,221
0.049346734,113
0.049346734,393
0.049346734,411
0.049346734,180
0.049346734,159
0.049346734,307
0.049346734,291
0.049346734,433
0.049346734,256
0.049346734,208
0.049346734,125
0.049346734,308
0.049346734,312
0.049346734,237
0.049346734,-43
0.049346734,415
0.049346734,413
0.049346734,187
0.049346734,471
0.049346734,431
0.049346734,36
0.049346734,7
0.049346734,480
0.049346734,325
0.049346734,184
0.049798995,92
0.049798995,276
0.049798995,242
0.049798995,164
0.049798995,397
0.049798995,191
0.049798995,135
0.049798995,332
0.049798995,188
0.049798995,286
0.049798995,213
0.049798995,488
0.049798995,218
0.049798995,215
0.049798995,263
0.049798995,340
0.049798995,203
0.049798995,315
0.049798995,160
0.049798995,206
0.049798995,409
0.049798995,285
0.049798995,181
0.049798995,418
0.049798995,395
0.049798995,241
0.049798995,314
0.049798995,202
0.049798995,272
0.049798995,451
0.049798995,186
0.049798995,124
0.049798995,239
0.049798995,389
0.049798995,63
0.049798995,131
0.049798995,90
0.049798995,499
0.049798995,518
0.049798995,406
0.049798995,162
0.049798995,242
0.049798995,228
0.049798995,250
0.049798995,198
0.049798995,163
0.049798995,424
0.049798995,346
0.049798995,236
0.049798995,36
0.049798995,338
0.049798995,104
0.049798995,128
0.049798995,332
0.049798995,315
0.049798995,665
0.049798995,182
0.049798995,273
0.049798995,-95
0.049798995,373
0.049798995,173
0.049798995,245
0.049798995,348
0.049798995,234
0.049798995,40
0.049798995,130
0.049798995,300
0.049798995,-70
0.049798995,492
0.049798995,452
0.049798995,120
0.049798995,374
0.049798995,174
0.049798995,190
0.049798995,244
0.049798995,343
0.049798995,251
0.049798995,380
0.049798995,340
0.049798995,106
0.049798995,76
0.049798995,367
0.049798995,348
0.049798995,301
0.049798995,471
0.049798995,258
0.049798995,390
0.049798995,94
0.049798995,436
0.049798995,299
0.049798995,330
0.049798995,181
0.049798995,463
0.049798995,422
0.049798995,529
0.049798995,232
0.049798995,235
0.049798995,102
0.049798995,357
0.049798995,146
0.050251256,124
0.050251256,198
0.050251256,168
0.050251256,265
0.050251256,471
0.050251256,520
0.050251256,300
0.050251256,322
0.050251256,258
0.050251256,278
0.050251256,67
0.050251256,385
0.050251256,171
0.050251256,365
0.050251256,280
0.050251256,233
0.050251256,352
0.050251256,119
0.050251256,26
0.050251256,327
0.050251256,196
0.050251256,306
0.050251256,423
0.050251256,111
0.050251256,243
0.050251256,38
0.050251256,226
0.050251256,229
0.050251256,362
0.050251256,252
0.050251256,184
0.050251256,223
0.050251256,152
0.050251256,262
0.050251256,244
0.050251256,183
0.050251256,93
0.050251256,239
0.050251256,204
0.050251256,266
0.050251256,289
0.050251256,137
0.050251256,270
0.050251256,207
0.050251256,172
0.050251256,13
0.050251256,190
0.050251256,267
0.050251256,141
0.050251256,186
0.050251256,269
0.050251256,193
0.050251256,376
0.050251256,271
0.050251256,84
0.050251256,261
0.050251256,208
0.050251256,390
0.050251256,412
0.050251256,16
0.050251256,336
0.050251256,106
0.050251256,140
0.050251256,119
0.050251256,307
0.050251256,-335
0.050251256,216
0.050251256,473
0.050251256,156
0.050251256,454
0.050251256,330
0.050251256,222
0.050251256,117
0.050251256,328
0.050251256,429
0.050251256,181
0.050251256,42
0.050251256,63
0.050251256,108
0.050251256,75
0.050251256,214
0.050251256,415
0.050251256,139
0.050251256,131
0.050251256,453
0.050251256,199
0.050251256,165
0.050251256,231
0.050251256,85
0.050251256,-101
0.050251256,208
0.050251256,226
0.050251256,323
0.050251256,434
0.050251256,64
0.050251256,108
0.050251256,603
0.050251256,59
0.050251256,284
0.050251256,149
0.050703518,134
0.050703518,275
0.050703518,157
0.050703518,294
0.050703518,372
0.050703518,371
0.050703518,88
0.050703518,450
0.050703518,135
0.050703518,366
0.050703518,350
0.050703518,180
0.050703518,238
0.050703518,325
0.050703518,6
0.050703518,207
0.050703518,132
0.050703518,232
0.050703518,328
0.050703518,345
0.050703518,313
0.050703518,204
0.050703518,-27
0.050703518,311
0.050703518,103
0.050703518,346
0.050703518,286
0.050703518,63
0.050703518,333
0.050703518,392
0.050703518,283
0.050703518,337
0.050703518,288
0.050703518,323
0.050703518,437
0.050703518,244
0.050703518,190
0.050703518,-55
0.050703518,210
0.050703518,11
0.050703518,66
0.050703518,226
0.050703518,414
0.050703518,12
0.050703518,577
0.050703518,362
0.050703518,181
0.050703518,337
0.050703518,443
0.050703518,-30
0.050703518,132
0.050703518,425
0.050703518,285
0.050703518,429
0.050703518,60
0.050703518,240
0.050703518,498
0.050703518,438
0.050703518,24
0.050703518,219
0.050703518,103
0.050703518,-1
0.050703518,192
0.050703518,208
0.050703518,393
0.050703518,378
0.050703518,494
0.050703518,164
0.050703518,142
0.050703518,195
0.050703518,144
0.050703518,182
0.050703518,295
0.050703518,351
0.050703518,332
0.050703518,213
0.050703518,302
0.050703518,480
0.050703518,165
0.050703518,37
0.050703518,571
0.050703518,330
0.050703518,154
0.050703518,291
0.050703518,81
0.050703518,399
0.050703518,164
0.050703518,146
0.050703518,224
0.050703518,400
0.050703518,228
0.050703518,125
0.050703518,126
0.050703518,364
0.050703518,562
0.050703518,277
0.050703518,392
0.050703518,328
0.050703518,128
0.050703518,418
0.051155779,165
0.051155779,234
0.051155779,289
0.051155779,148
0.051155779,410
0.051155779,269
0.051155779,225
0.051155779,364
0.051155779,-24
0.051155779,269
0.051155779,205
0.051155779,167
0.051155779,438
0.051155779,113
0.051155779,45
0.051155779,168
0.051155779,127
0.051155779,199
0.051155779,361
0.051155779,340
0.051155779,434
0.051155779,363
0.051155779,495
0.051155779,132
0.051155779,387
0.051155779,294
0.051155779,273
0.051155779,225
0.051155779,438
0.051155779,294
0.051155779,465
0.051155779,129
0.051155779,340
0.051155779,330
0.051155779,268
0.051155779,259
0.051155779,111
0.051155779,231
0.051155779,335
0.051155779,145
0.051155779,422
0.051155779,167
0.051155779,251
0.051155779,284
0.051155779,297
0.051155779,138
0.051155779,286
0.051155779,174
0.051155779,328
0.051155779,121
0.051155779,239
0.051155779,109
0.051155779,417
0.051155779,165
0.051155779,382
0.051155779,96
0.051155779,363
0.051155779,116
0.051155779,351
0.051155779,163
0.051155779,289
0.051155779,356
0.051155779,169
0.051155779,286
0.051155779,253
0.051155779,297
0.051155779,651
0.051155779,162
0.051155779,222
0.051155779,453
0.051155779,-20
0.051155779,243
0.051155779,-36
0.051155779,167
0.051155779,110
0.051155779,110
0.051155779,299
0.051155779,372
0.051155779,377
0.051155779,171
0.051155779,195
0.051155779,83
0.051155779,374
0.051155779,434
0.051155779,246
0.051155779,380
0.051155779,238
0.051155779,299
0.051155779,185
0.051155779,330
0.051155779,177
0.051155779,102
0.051155779,111
0.051155779,312
0.051155779,307
0.051155779,191
0.051155779,262
0.051155779,205
0.051155779,242
0.051155779,285
0.05160804,253
0.05160804,276
0.05160804,275
0.05160804,62
0.05160804,174
0.05160804,362
0.05160804,247
0.05160804,365
0.05160804,127
0.05160804,290
0.05160804,275
0.05160804,284
0.05160804,270
0.05160804,266
0.05160804,385
0.05160804,453
0.05160804,275
0.05160804,-54
0.05160804,202
0.05160804,275
0.05160804,298
0.05160804,204
0.05160804,188
0.05160804,253
0.05160804,203
0.05160804,298
0.05160804,375
0.05160804,400
0.05160804,404
0.05160804,349
0.05160804,20
0.05160804,164
0.05160804,306
0.05160804,60
0.05160804,147
0.05160804,150
0.05160804,292
0.05160804,301
0.05160804,509
0.05160804,480
0.05160804,284
0.05160804,394
0.05160804,285
0.05160804,197
0.05160804,333
0.05160804,264
0.05160804,254
0.05160804,195
0.05160804,464
0.05160804,273
0.05160804,156
0.05160804,182
0.05160804,389
0.05160804,255
0.05160804,428
0.05160804,94
0.05160804,431
0.05160804,405
0.05160804,215
0.05160804,338
0.05160804,205
0.05160804,97
0.05160804,22
0.05160804,220
0.05160804,267
0.05160804,361
0.05160804,376
0.05160804,138
0.05160804,267
0.05160804,382
0.05160804,163
0.05160804,488
0.05160804,427
0.05160804,305
0.05160804,238
0.05160804,326
0.05160804,234
0.05160804,169
0.05160804,447
0.05160804,432
0.05160804,282
0.05160804,143
0.05160804,365
0.05160804,399
0.05160804,202
0.05160804,15
0.05160804,370
0.05160804,285
0.05160804,400
0.05160804,63
0.05160804,361
0.05160804,284
0.05160804,502
0.05160804,189
0.05160804,393
0.05160804,233
0.05160804,4
0.05160804,382
0.05160804,500
0.05160804,308
0.052060302,121
0.052060302,178
0.052060302,133
0.052060302,261
0.052060302,466
0.052060302,526
0.052060302,146
0.052060302,-6
0.052060302,133
0.052060302,588
0.052060302,447
0.052060302,219
0.052060302,22
0.052060302,409
0.052060302,291
0.052060302,402
0.052060302,318
0.052060302,268
0.052060302,53
0.052060302,149
0.052060302,235
0.052060302,188
0.052060302,241
0.052060302,317
0.052060302,303
0.052060302,70
0.052060302,191
0.052060302,284
0.052060302,95
0.052060302,217
0.052060302,367
0.052060302,236
0.052060302,583
0.052060302,-63
0.052060302,65
0.052060302,357
0.052060302,346
0.052060302,246
0.052060302,252
0.052060302,132
0.052060302,333
0.052060302,236
0.052060302,353
0.052060302,403
0.052060302,235
0.052060302,-30
0.052060302,186
0.052060302,154
0.052060302,234
0.052060302,185
0.052060302,189
0.052060302,454
0.052060302,165
0.052060302,299
0.052060302,278
0.052060302,376
0.052060302,254
0.052060302,224
0.052060302,253
0.052060302,246
0.052060302,174
0.052060302,228
0.052060302,217
0.052060302,321
0.052060302,244
0.052060302,159
0.052060302,330
0.052060302,486
0.052060302,324
0.052060302,198
0.052060302,427
0.052060302,377
0.052060302,101
0.052060302,303
0.052060302,278
0.052060302,138
0.052060302,40
0.052060302,357
0.052060302,48
0.052060302,312
0.052060302,164
0.052060302,230
0.052060302,327
0.052060302,211
0.052060302,192
0.052060302,225
0.052060302,327
0.052060302,254
0.052060302,327
0.052060302,448
0.052060302,50
0.052060302,203
0.052060302,475
0.052060302,348
0.052060302,160
0.052060302,190
0.052060302,399
0.052060302,324
0.052060302,124
0.052060302,226
0.052512563,387
0.052512563,423
0.052512563,431
0.052512563,85
0.052512563,262
0.052512563,125
0.052512563,225
0.052512563,424
0.052512563,202
0.052512563,272
0.052512563,10
0.052512563,463
0.052512563,183
0.052512563,516
0.052512563,184
0.052512563,304
0.052512563,369
0.052512563,122
0.052512563,336
0.052512563,227
0.052512563,172
0.052512563,266
0.052512563,425
0.052512563,191
0.052512563,388
0.052512563,277
0.052512563,252
0.052512563,194
0.052512563,218
0.052512563,194
0.052512563,433
0.052512563,104
0.052512563,431
0.052512563,441
0.052512563,369
0.052512563,382
0.052512563,186
0.052512563,428
0.052512563,99
0.052512563,512
0.052512563,274
0.052512563,94
0.052512563,167
0.052512563,289
0.052512563,301
0.052512563,375
0.052512563,72
0.052512563,244
0.052512563,266
0.052512563,183
0.052512563,268
0.052512563,362
0.052512563,318
0.052512563,234
0.052512563,540
0.052512563,270
0.052512563,36
0.052512563,318
0.052512563,273
0.052512563,497
0.052512563,220
0.052512563,357
0.052512563,256
0.052512563,443
0.052512563,369
0.052512563,546
0.052512563,379
0.052512563,104
0.052512563,483
0.052512563,261
0.052512563,130
0.052512563,99
0.052512563,122
0.052512563,180
0.052512563,395
0.052512563,374
0.052512563,293
0.052512563,395
0.052512563,206
0.052512563,285
0.052512563,236
0.052512563,440
0.052512563,289
0.052512563,151
0.052512563,381
0.052512563,274
0.052512563,430
0.052512563,167
0.052512563,17
0.052512563,204
0.052512563,370
0.052512563,306
0.052512563,141
0.052512563,134
0.052512563,221
0.052512563,-48
0.052512563,186
0.052512563,64
0.052512563,244
0.052512563,55
0.052964824,209
0.052964824,300
0.052964824,189
0.052964824,23
0.052964824,417
0.052964824,301
0.052964824,508
0.052964824,192
0.052964824,260
0.052964824,464
0.052964824,440
0.052964824,444
0.052964824,562
0.052964824,330
0.052964824,143
0.052964824,120
0.052964824,35
0.052964824,271
0.052964824,259
0.052964824,347
0.052964824,352
0.052964824,435
0.052964824,521
0.052964824,284
0.052964824,320
0.052964824,363
0.052964824,18
0.052964824,225
0.052964824,-192
0.052964824,181
0.052964824,166
0.052964824,252
0.052964824,219
0.052964824,283
0.052964824,261
0.052964824,86
0.052964824,220
0.052964824,267
0.052964824,379
0.052964824,291
0.052964824,95
0.052964824,230
0.052964824,426
0.052964824,348
0.052964824,251
0.052964824,289
0.052964824,485
0.052964824,243
0.052964824,14
0.052964824,360
0.052964824,278
0.052964824,369
0.052964824,404
0.052964824,317
0.052964824,446
0.052964824,213
0.052964824,226
0.052964824,113
0.052964824,472
0.052964824,224
0.052964824,138
0.052964824,261
0.052964824,390
0.052964824,335
0.052964824,132
0.052964824,236
0.052964824,170
0.052964824,164
0.052964824,478
0.052964824,329
0.052964824,236
0.052964824,311
0.052964824,170
0.052964824,270
0.052964824,245
0.052964824,455
0.052964824,50
0.052964824,175
0.052964824,289
0.052964824,560
0.052964824,152
0.052964824,641
0.052964824,143
0.052964824,114
0.052964824,274
0.052964824,71
0.052964824,371
0.052964824,327
0.052964824,474
0.052964824,87
0.052964824,136
0.052964824,286
0.052964824,111
0.052964824,566
0.052964824,385
0.052964824,280
0.052964824,276
0.052964824,206
0.052964824,92
0.052964824,243
0.053417085,227
0.053417085,226
0.053417085,281
0.053417085,182
0.053417085,302
0.053417085,66
0.053417085,396
0.053417085,256
0.053417085,414
0.053417085,154
0.053417085,273
0.053417085,474
0.053417085,358
0.053417085,69
0.053417085,83
0.053417085,354
0.053417085,344
0.053417085,503
0.053417085,277
0.053417085,285
0.053417085,297
0.053417085,306
0.053417085,-48
0.053417085,214
0.053417085,172
0.053417085,536
0.053417085,7
0.053417085,160
0.053417085,56
0.053417085,422
0.053417085,276
0.053417085,252
0.053417085,123
0.053417085,554
0.053417085,412
0.053417085,289
0.053417085,122
0.053417085,274
0.053417085,209
0.053417085,377
0.053417085,341
0.053417085,214
0.053417085,412
0.053417085,-5
0.053417085,148
0.053417085,-21
0.053417085,166
0.053417085,442
0.053417085,205
0.053417085,286
0.053417085,217
0.053417085,397
0.053417085,277
0.053417085,148
0.053417085,277
0.053417085,511
0.053417085,209
0.053417085,329
0.053417085,280
0.053417085,337
0.053417085,235
0.053417085,334
0.053417085,201
0.053417085,189
0.053417085,117
0.053417085,229
0.053417085,246
0.053417085,245
0.053417085,131
0.053417085,395
0.053417085,431
0.053417085,101
0.053417085,253
0.053417085,299
0.053417085,373
0.053417085,548
0.053417085,412
0.053417085,53
0.053417085,412
0.053417085,228
0.053417085,86
0.053417085,120
0.053417085,373
0.053417085,322
0.053417085,210
0.053417085,29
0.053417085,303
0.053417085,329
0.053417085,430
0.053417085,367
0.053417085,24
0.053417085,86
0.053417085,19
0.053417085,143
0.053417085,208
0.053417085,437
0.053417085,315
0.053417085,259
0.053417085,222
0.053417085,249
0.053869347,195
0.053869347,174
0.053869347,318
0.053869347,-14
0.053869347,428
0.053869347,360
0.053869347,498
0.053869347,262
0.053869347,204
0.053869347,322
0.053869347,280
0.053869347,296
0.053869347,239
0.053869347,188
0.053869347,349
0.053869347,402
0.053869347,288
0.053869347,179
0.053869347,355
0.053869347,378
0.053869347,339
0.053869347,468
0.053869347,437
0.053869347,224
0.053869347,202
0.053869347,274
0.053869347,475
0.053869347,437
0.053869347,519
0.053869347,162
0.053869347,305
0.053869347,217
0.053869347,263
0.053869347,-38
0.053869347,270
0.053869347,284
0.053869347,20
0.053869347,11
0.053869347,272
0.053869347,331
0.053869347,215
0.053869347,350
0.053869347,102
0.053869347,344
0.053869347,445
0.053869347,535
0.053869347,512
0.053869347,92
0.053869347,228
0.053869347,317
0.053869347,270
0.053869347,283
0.053869347,99
0.053869347,137
0.053869347,-233
0.053869347,152
0.053869347,451
0.053869347,599
0.053869347,287
0.053869347,267
0.053869347,414
0.053869347,295
0.053869347,187
0.053869347,99
0.053869347,217
0.053869347,-16
0.053869347,272
0.053869347,55
0.053869347,482
0.053869347,89
0.053869347,182
0.053869347,30
0.053869347,173
0.053869347,352
0.053869347,261
0.053869347,335
0.053869347,367
0.053869347,281
0.053869347,414
0.053869347,91
0.053869347,240
0.053869347,291
0.053869347,266
0.053869347,343
0.053869347,70
0.053869347,429
0.053869347,606
0.053869347,196
0.053869347,395
0.053869347,252
0.053869347,164
0.053869347,388
0.053869347,312
0.053869347,367
0.053869347,95
0.053869347,377
0.053869347,224
0.053869347,182
0.053869347,438
0.053869347,285
0.054321608,148
0.054321608,248
0.054321608,160
0.054321608,460
0.054321608,438
0.054321608,210
0.054321608,270
0.054321608,386
0.054321608,162
0.054321608,235
0.054321608,173
0.054321608,363
0.054321608,66
0.054321608,302
0.054321608,25
0.054321608,203
0.054321608,248
0.054321608,82
0.054321608,235
0.054321608,243
0.054321608,162
0.054321608,209
0.054321608,373
0.054321608,155
0.054321608,159
0.054321608,222
0.054321608,65
0.054321608,303
0.054321608,262
0.054321608,439
0.054321608,98
0.054321608,85
0.054321608,376
0.054321608,111
0.054321608,255
0.054321608,465
0.054321608,345
0.054321608,264
0.054321608,365
0.054321608,223
0.054321608,-61
0.054321608,322
0.054321608,336
0.054321608,364
0.054321608,354
0.054321608,226
0.054321608,342
0.054321608,247
0.054321608,199
0.054321608,154
0.054321608,279
0.054321608,263
0.054321608,225
0.054321608,138
0.054321608,76
0.054321608,88
0.054321608,179
0.054321608,246
0.054321608,484
0.054321608,305
0.054321608,404
0.054321608,354
0.054321608,255
0.054321608,222
0.054321608,457
0.054321608,204
0.054321608,239
0.054321608,-69
0.054321608,38
0.054321608,298
0.054321608,117
0.054321608,453
0.054321608,396
0.054321608,111
0.054321608,207
0.054321608,21
0.054321608,422
0.054321608,214
0.054321608,229
0.054321608,378
0.054321608,350
0.054321608,78
0.054321608,420
0.054321608,246
0.054321608,253
0.054321608,315
0.054321608,10
0.054321608,358
0.054321608,485
0.054321608,-50
0.054321608,208
0.054321608,68
0.054321608,-66
0.054321608,211
0.054321608,455
0.054321608,339
0.054321608,218
0.054321608,429
0.054321608,394
0.054321608,235
0.054773869,348
0.054773869,496
0.054773869,450
0.054773869,440
0.054773869,490
0.054773869,449
0.054773869,222
0.054773869,318
0.054773869,178
0.054773869,117
0.054773869,273
0.054773869,228
0.054773869,355
0.054773869,60
0.054773869,699
0.054773869,85
0.054773869,330
0.054773869,365
0.054773869,561
0.054773869,381
0.054773869,95
0.054773869,323
0.054773869,221
0.054773869,255
0.054773869,188
0.054773869,284
0.054773869,372
0.054773869,454
0.054773869,35
0.054773869,337
0.054773869,138
0.054773869,173
0.054773869,373
0.054773869,272
0.054773869,256
0.054773869,47
0.054773869,293
0.054773869,260
0.054773869,156
0.054773869,434
0.054773869,119
0.054773869,407
0.054773869,372
0.054773869,353
0.054773869,405
0.054773869,358
0.054773869,253
0.054773869,311
0.054773869,180
0.054773869,277
0.054773869,276
0.054773869,366
0.054773869,167
0.054773869,459
0.054773869,287
0.054773869,407
0.054773869,218
0.054773869,470
0.054773869,470
0.054773869,197
0.054773869,17
0.054773869,302
0.054773869,279
0.054773869,298
0.054773869,372
0.054773869,245
0.054773869,366
0.054773869,636
0.054773869,22
0.054773869,242
0.054773869,457
0.054773869,296
0.054773869,74
0.054773869,485
0.054773869,309
0.054773869,474
0.054773869,289
0.054773869,318
0.054773869,339
0.054773869,250
0.054773869,133
0.054773869,334
0.054773869,338
0.054773869,444
0.054773869,147
0.054773869,69
0.054773869,323
0.054773869,279
0.054773869,111
0.054773869,159
0.054773869,396
0.054773869,196
0.054773869,218
0.054773869,295
0.054773869,564
0.054773869,429
0.054773869,358
0.054773869,249
0.054773869,209
0.054773869,136
0.055226131,249
0.055226131,454
0.055226131,333
0.055226131,286
0.055226131,115
0.055226131,208
0.055226131,438
0.055226131,192
0.055226131,435
0.055226131,466
0.055226131,56
0.055226131,181
0.055226131,229
0.055226131,272
0.055226131,186
0.055226131,80
0.055226131,-21
0.055226131,463
0.055226131,156
0.055226131,621
0.055226131,81
0.055226131,240
0.055226131,404
0.055226131,208
0.055226131,584
0.055226131,213
0.055226131,598
0.055226131,322
0.055226131,70
0.055226131,300
0.055226131,99
0.055226131,424
0.055226131,171
0.055226131,460
0.055226131,206
0.055226131,293
0.055226131,428
0.055226131,-10
0.055226131,257
0.055226131,528
0.055226131,529
0.055226131,503
0.055226131,413
0.055226131,289
0.055226131,143
0.055226131,166
0.055226131,188
0.055226131,182
0.055226131,187
0.055226131,118
0.055226131,211
0.055226131,521
0.055226131,274
0.055226131,316
0.055226131,403
0.055226131,405
0.055226131,148
0.055226131,339
0.055226131,214
0.055226131,244
0.055226131,130
0.055226131,490
0.055226131,91
0.055226131,408
0.055226131,212
0.055226131,327
0.055226131,193
0.055226131,184
0.055226131,-76
0.055226131,188
0.055226131,452
0.055226131,91
0.055226131,212
0.055226131,320
0.055226131,662
0.055226131,67
0.055226131,37
0.055226131,544
0.055226131,399
0.055226131,444
0.055226131,188
0.055226131,266
0.055226131,211
0.055226131,467
0.055226131,198
0.055226131,297
0.055226131,298
0.055226131,421
0.055226131,336
0.055226131,472
0.055226131,94
0.055226131,524
0.055226131,339
0.055226131,424
0.055226131,275
0.055226131,682
0.055226131,168
0.055226131,372
0.055226131,314
0.055226131,486
0.055678392,166
0.055678392,404
0.055678392,93
0.055678392,315
0.055678392,340
0.055678392,97
0.055678392,408
0.055678392,598
0.055678392,334
0.055678392,451
0.055678392,166
0.055678392,156
0.055678392,280
0.055678392,291
0.055678392,298
0.055678392,357
0.055678392,84
0.055678392,81
0.055678392,527
0.055678392,210
0.055678392,237
0.055678392,127
0.055678392,150
0.055678392,321
0.055678392,460
0.055678392,265
0.055678392,505
0.055678392,258
0.055678392,280
0.055678392,-51
0.055678392,423
0.055678392,275
0.055678392,-49
0.055678392,539
0.055678392,-40
0.055678392,113
0.055678392,137
0.055678392,353
0.055678392,426
0.055678392,201
0.055678392,422
0.055678392,245
0.055678392,547
0.055678392,364
0.055678392,310
0.055678392,-128
0.055678392,403
0.055678392,156
0.055678392,398
0.055678392,31
0.055678392,133
0.055678392,-12
0.055678392,161
0.055678392,77
0.055678392,210
0.055678392,342
0.055678392,365
0.055678392,-59
0.055678392,109
0.055678392,274
0.055678392,364
0.055678392,474
0.055678392,320
0.055678392,657
0.055678392,243
0.055678392,307
0.055678392,124
0.055678392,367
0.055678392,307
0.055678392,70
0.055678392,29
0.055678392,240
0.055678392,27
0.055678392,343
0.055678392,168
0.055678392,533
0.055678392,341
0.055678392,336
0.055678392,440
0.055678392,413
0.055678392,412
0.055678392,2
0.055678392,301
0.055678392,194
0.055678392,508
0.055678392,176
0.055678392,325
0.055678392,66
0.055678392,365
0.055678392,367
0.055678392,192
0.055678392,176
0.055678392,251
0.055678392,419
0.055678392,310
0.055678392,251
0.055678392,263
0.055678392,192
0.055678392,41
0.055678392,173
0.056130653,109
0.056130653,423
0.056130653,661
0.056130653,301
0.056130653,275
0.056130653,175
0.056130653,375
0.056130653,53
0.056130653,351
0.056130653,182
0.056130653,320
0.056130653,-37
0.056130653,298
0.056130653,163
0.056130653,356
0.056130653,120
0.056130653,245
0.056130653,212
0.056130653,398
0.056130653,319
0.056130653,676
0.056130653,403
0.056130653,514
0.056130653,207
0.056130653,223
0.056130653,85
0.056130653,100
0.056130653,403
0.056130653,320
0.056130653,356
0.056130653,-7
0.056130653,356
0.056130653,346
0.056130653,525
0.056130653,325
0.056130653,536
0.056130653,346
0.056130653,207
0.056130653,-42
0.056130653,317
0.056130653,319
0.056130653,379
0.056130653,354
0.056130653,-50
0.056130653,280
0.056130653,119
0.056130653,411
0.056130653,363
0.056130653,325
0.056130653,332
0.056130653,249
0.056130653,250
0.056130653,324
0.056130653,209
0.056130653,230
0.056130653,132
0.056130653,214
0.056130653,310
0.056130653,290
0.056130653,52
0.056130653,342
0.056130653,133
0.056130653,210
0.056130653,102
0.056130653,394
0.056130653,180
0.056130653,240
0.056130653,266
0.056130653,129
0.056130653,499
0.056130653,178
0.056130653,485
0.056130653,174
0.056130653,226
0.056130653,326
0.056130653,28
0.056130653,219
0.056130653,133
0.056130653,413
0.056130653,402
0.056130653,396
0.056130653,196
0.056130653,354
0.056130653,324
0.056130653,491
0.056130653,511
0.056130653,108
0.056130653,147
0.056130653,431
0.056130653,157
0.056130653,285
0.056130653,137
0.056130653,372
0.056130653,53
0.056130653,254
0.056130653,142
0.056130653,561
0.056130653,251
0.056130653,159
0.056130653,285
0.056582915,225
0.056582915,144
0.056582915,311
0.056582915,474
0.056582915,-3
0.056582915,409
0.056582915,154
0.056582915,276
0.056582915,633
0.056582915,112
0.056582915,148
0.056582915,139
0.056582915,499
0.056582915,82
0.056582915,82
0.056582915,82
0.056582915,287
0.056582915,194
0.056582915,389
0.056582915,243
0.056582915,486
0.056582915,107
0.056582915,91
0.056582915,118
0.056582915,159
0.056582915,240
0.056582915,-24
0.056582915,395
0.056582915,385
0.056582915,133
0.056582915,428
0.056582915,389
0.056582915,206
0.056582915,108
0.056582915,126
0.056582915,527
0.056582915,106
0.056582915,181
0.056582915,184
0.056582915,375
0.056582915,230
0.056582915,174
0.056582915,407
0.056582915,477
0.056582915,147
0.056582915,393
0.056582915,140
0.056582915,43
0.056582915,350
0.056582915,237
0.056582915,152
0.056582915,184
0.056582915,160
0.056582915,133
0.056582915,234
0.056582915,203
0.056582915,432
0.056582915,265
0.056582915,286
0.056582915,314
0.056582915,163
0.056582915,422
0.056582915,450
0.056582915,245
0.056582915,451
0.056582915,175
0.056582915,421
0.056582915,190
0.056582915,302
0.056582915,304
0.056582915,-39
0.056582915,-74
0.056582915,270
0.056582915,200
0.056582915,277
0.056582915,37
0.056582915,214
0.056582915,197
0.056582915,123
0.056582915,379
0.056582915,438
0.056582915,327
0.056582915,439
0.056582915,188
0.056582915,160
0.056582915,118
0.056582915,299
0.056582915,178
0.056582915,201
0.056582915,255
0.056582915,371
0.056582915,211
0.056582915,412
0.056582915,197
0.056582915,343
0.056582915,153
0.056582915,130
0.056582915,260
0.056582915,273
0.056582915,230
0.057035176,415
0.057035176,149
0.057035176,329
0.057035176,194
0.057035176,514
0.057035176,115
0.057035176,199
0.057035176,12
0.057035176,377
0.057035176,436
0.057035176,380
0.057035176,328
0.057035176,273
0.057035176,490
0.057035176,52
0.057035176,-22
0.057035176,407
0.057035176,194
0.057035176,59
0.057035176,127
0.057035176,223
0.057035176,326
0.057035176,259
