a,replicate_number,gen,num_dd,num_dwt,num_d_alleles,d_fitness,outcome
0.0586,50,44,106,920,1132,500.88,decrease
0.0586,50,45,88,813,989,436.5,decrease
0.0586,50,46,66,786,918,401.4,decrease
0.0586,50,47,72,695,839,369.66,decrease
0.0586,50,48,34,638,706,304.68,decrease
0.0586,50,49,27,572,626,269.4,decrease
0.0586,50,50,21,545,587,251.58,decrease
0.0586,50,51,14,506,534,227.64,decrease
0.0586,50,52,18,424,460,197.52,decrease
0.0586,50,53,23,383,429,185.7,decrease
0.0586,50,54,4,355,363,153.42,decrease
0.0586,50,55,16,290,322,139.08,decrease
0.0586,50,56,7,241,255,108.78,decrease
0.0586,50,57,2,226,230,97.08,decrease
0.0586,50,58,3,186,192,81.36,decrease
0.0586,50,59,0,176,176,73.92,decrease
0.0586,50,60,1,124,126,53.16,decrease
0.0586,50,61,0,96,96,40.32,decrease
0.0586,50,62,0,71,71,29.82,decrease
0.0586,50,63,0,55,55,23.1,decrease
0.0586,50,64,0,40,40,16.8,decrease
0.0586,50,65,0,26,26,10.92,decrease
0.0586,50,66,0,24,24,10.08,decrease
0.0586,50,67,0,17,17,7.14,decrease
0.0586,50,68,0,18,18,7.56,decrease
0.0586,50,69,0,14,14,5.88,decrease
0.0586,50,70,0,13,13,5.46,decrease
0.0586,50,71,0,5,5,2.1,decrease
0.0586,50,72,0,4,4,1.68,decrease
0.0586,50,73,0,1,1,0.42,decrease
0.0586,50,74,0,0,0,0,decrease
0.0586,51,0,1452,0,2904,1568.16,decrease
0.0586,51,1,1081,666,2828,1447.2,decrease
0.0586,51,2,1002,871,2875,1447.98,decrease
0.0586,51,3,880,996,2756,1368.72,decrease
0.0586,51,4,902,1073,2877,1424.82,decrease
0.0586,51,5,772,1175,2719,1327.26,decrease
0.0586,51,6,689,1198,2576,1247.28,decrease
0.0586,51,7,701,1237,2639,1276.62,decrease
0.0586,51,8,699,1248,2646,1279.08,decrease
0.0586,51,9,693,1268,2654,1281,decrease
0.0586,51,10,655,1266,2576,1239.12,decrease
0.0586,51,11,599,1373,2571,1223.58,decrease
0.0586,51,12,576,1383,2535,1202.94,decrease
0.0586,51,13,555,1355,2465,1168.5,decrease
0.0586,51,14,563,1458,2584,1220.4,decrease
0.0586,51,15,554,1380,2488,1177.92,decrease
0.0586,51,16,529,1425,2483,1169.82,decrease
0.0586,51,17,497,1390,2384,1120.56,decrease
0.0586,51,18,492,1399,2383,1118.94,decrease
0.0586,51,19,421,1399,2241,1042.26,decrease
0.0586,51,20,423,1405,2251,1046.94,decrease
0.0586,51,21,412,1393,2217,1030.02,decrease
0.0586,51,22,371,1407,2149,991.62,decrease
0.0586,51,23,381,1268,2030,944.04,decrease
0.0586,51,24,340,1307,1987,916.14,decrease
0.0586,51,25,339,1245,1923,889.02,decrease
0.0586,51,26,314,1255,1883,866.22,decrease
0.0586,51,27,252,1225,1729,786.66,decrease
0.0586,51,28,196,1249,1641,736.26,decrease
0.0586,51,29,200,1110,1510,682.2,decrease
0.0586,51,30,159,1127,1445,645.06,decrease
0.0586,51,31,148,1008,1304,583.2,decrease
0.0586,51,32,123,903,1149,512.1,decrease
0.0586,51,33,114,868,1096,487.68,decrease
0.0586,51,34,86,812,984,433.92,decrease
0.0586,51,35,63,695,821,359.94,decrease
0.0586,51,36,77,663,817,361.62,decrease
0.0586,51,37,47,619,713,310.74,decrease
0.0586,51,38,40,533,613,267.06,decrease
0.0586,51,39,23,470,516,222.24,decrease
0.0586,51,40,14,456,484,206.64,decrease
0.0586,51,41,6,402,414,175.32,decrease
0.0586,51,42,9,352,370,157.56,decrease
0.0586,51,43,10,312,332,141.84,decrease
0.0586,51,44,3,222,228,96.48,decrease
0.0586,51,45,2,217,221,93.3,decrease
0.0586,51,46,1,178,180,75.84,decrease
0.0586,51,47,0,154,154,64.68,decrease
0.0586,51,48,1,145,147,61.98,decrease
0.0586,51,49,0,158,158,66.36,decrease
0.0586,51,50,0,107,107,44.94,decrease
0.0586,51,51,0,91,91,38.22,decrease
0.0586,51,52,0,69,69,28.98,decrease
0.0586,51,53,1,54,56,23.76,decrease
0.0586,51,54,0,50,50,21,decrease
0.0586,51,55,0,38,38,15.96,decrease
0.0586,51,56,0,40,40,16.8,decrease
0.0586,51,57,0,39,39,16.38,decrease
0.0586,51,58,0,26,26,10.92,decrease
0.0586,51,59,0,20,20,8.4,decrease
0.0586,51,60,0,19,19,7.98,decrease
0.0586,51,61,0,29,29,12.18,decrease
0.0586,51,62,0,32,32,13.44,decrease
0.0586,51,63,0,25,25,10.5,decrease
0.0586,51,64,0,21,21,8.82,decrease
0.0586,51,65,0,16,16,6.72,decrease
0.0586,51,66,0,14,14,5.88,decrease
0.0586,51,67,0,16,16,6.72,decrease
0.0586,51,68,0,13,13,5.46,decrease
0.0586,51,69,0,12,12,5.04,decrease
0.0586,51,70,0,12,12,5.04,decrease
0.0586,51,71,0,5,5,2.1,decrease
0.0586,51,72,0,9,9,3.78,decrease
0.0586,51,73,0,5,5,2.1,decrease
0.0586,51,74,0,3,3,1.26,decrease
0.0586,51,75,0,4,4,1.68,decrease
0.0586,51,76,0,5,5,2.1,decrease
0.0586,51,77,0,2,2,0.84,decrease
0.0586,51,78,0,1,1,0.42,decrease
0.0586,51,79,0,2,2,0.84,decrease
0.0586,51,80,0,3,3,1.26,decrease
0.0586,51,81,0,0,0,0,decrease
0.0586,52,0,1495,0,2990,1614.6,decrease
0.0586,52,1,1209,614,3032,1563.6,decrease
0.0586,52,2,1138,815,3091,1571.34,decrease
0.0586,52,3,1079,1039,3197,1601.7,decrease
0.0586,52,4,961,1108,3030,1503.24,decrease
0.0586,52,5,948,1176,3072,1517.76,decrease
0.0586,52,6,937,1268,3142,1544.52,decrease
0.0586,52,7,851,1313,3015,1470.54,decrease
0.0586,52,8,857,1331,3045,1484.58,decrease
0.0586,52,9,826,1444,3096,1498.56,decrease
0.0586,52,10,822,1368,3012,1462.32,decrease
0.0586,52,11,721,1426,2868,1377.6,decrease
0.0586,52,12,743,1431,2917,1403.46,decrease
0.0586,52,13,725,1418,2868,1378.56,decrease
0.0586,52,14,721,1475,2917,1398.18,decrease
0.0586,52,15,710,1469,2889,1383.78,decrease
0.0586,52,16,683,1496,2862,1365.96,decrease
0.0586,52,17,690,1439,2819,1349.58,decrease
0.0586,52,18,678,1498,2854,1361.4,decrease
0.0586,52,19,629,1479,2737,1300.5,decrease
0.0586,52,20,607,1437,2651,1259.1,decrease
0.0586,52,21,618,1359,2595,1238.22,decrease
0.0586,52,22,542,1428,2512,1185.12,decrease
0.0586,52,23,527,1427,2481,1168.5,decrease
0.0586,52,24,524,1446,2494,1173.24,decrease
0.0586,52,25,474,1422,2370,1109.16,decrease
0.0586,52,26,456,1352,2264,1060.32,decrease
0.0586,52,27,442,1359,2243,1048.14,decrease
0.0586,52,28,372,1303,2047,949.02,decrease
0.0586,52,29,345,1344,2034,937.08,decrease
0.0586,52,30,310,1309,1929,884.58,decrease
0.0586,52,31,269,1206,1744,797.04,decrease
0.0586,52,32,268,1236,1772,808.56,decrease
0.0586,52,33,250,1165,1665,759.3,decrease
0.0586,52,34,211,1174,1596,720.96,decrease
0.0586,52,35,216,1218,1650,744.84,decrease
0.0586,52,36,194,1093,1481,668.58,decrease
0.0586,52,37,148,1086,1382,615.96,decrease
0.0586,52,38,113,1001,1227,542.46,decrease
0.0586,52,39,93,984,1170,513.72,decrease
0.0586,52,40,102,925,1129,498.66,decrease
0.0586,52,41,81,824,986,433.56,decrease
0.0586,52,42,66,741,873,382.5,decrease
0.0586,52,43,49,709,807,350.7,decrease
0.0586,52,44,30,662,722,310.44,decrease
0.0586,52,45,28,557,613,264.18,decrease
0.0586,52,46,21,518,560,240.24,decrease
0.0586,52,47,17,441,475,203.58,decrease
0.0586,52,48,10,384,404,172.08,decrease
0.0586,52,49,10,303,323,138.06,decrease
0.0586,52,50,4,285,293,124.02,decrease
0.0586,52,51,3,248,254,107.4,decrease
0.0586,52,52,4,216,224,95.04,decrease
0.0586,52,53,1,152,154,64.92,decrease
0.0586,52,54,1,142,144,60.72,decrease
0.0586,52,55,2,136,140,59.28,decrease
0.0586,52,56,0,109,109,45.78,decrease
0.0586,52,57,1,98,100,42.24,decrease
0.0586,52,58,0,85,85,35.7,decrease
0.0586,52,59,0,81,81,34.02,decrease
0.0586,52,60,2,68,72,30.72,decrease
0.0586,52,61,0,64,64,26.88,decrease
0.0586,52,62,0,43,43,18.06,decrease
0.0586,52,63,0,28,28,11.76,decrease
0.0586,52,64,0,19,19,7.98,decrease
0.0586,52,65,0,11,11,4.62,decrease
0.0586,52,66,0,13,13,5.46,decrease
0.0586,52,67,0,11,11,4.62,decrease
0.0586,52,68,0,8,8,3.36,decrease
0.0586,52,69,0,12,12,5.04,decrease
0.0586,52,70,0,19,19,7.98,decrease
0.0586,52,71,0,17,17,7.14,decrease
0.0586,52,72,0,8,8,3.36,decrease
0.0586,52,73,0,8,8,3.36,decrease
0.0586,52,74,0,12,12,5.04,decrease
0.0586,52,75,0,3,3,1.26,decrease
0.0586,52,76,0,1,1,0.42,decrease
0.0586,52,77,0,0,0,0,decrease
0.0586,53,0,1562,0,3124,1686.96,decrease
0.0586,53,1,1238,676,3152,1620.96,decrease
0.0586,53,2,1230,880,3340,1698,decrease
0.0586,53,3,1049,1047,3145,1572.66,decrease
0.0586,53,4,958,1211,3127,1543.26,decrease
0.0586,53,5,935,1236,3106,1528.92,decrease
0.0586,53,6,850,1303,3003,1465.26,decrease
0.0586,53,7,805,1371,2981,1445.22,decrease
0.0586,53,8,795,1396,2986,1444.92,decrease
0.0586,53,9,739,1335,2813,1358.82,decrease
0.0586,53,10,754,1306,2814,1362.84,decrease
0.0586,53,11,640,1382,2662,1271.64,decrease
0.0586,53,12,569,1372,2510,1190.76,decrease
0.0586,53,13,572,1357,2501,1187.7,decrease
0.0586,53,14,541,1424,2506,1182.36,decrease
0.0586,53,15,531,1443,2505,1179.54,decrease
0.0586,53,16,499,1427,2425,1138.26,decrease
0.0586,53,17,481,1365,2327,1092.78,decrease
0.0586,53,18,426,1349,2201,1026.66,decrease
0.0586,53,19,372,1327,2071,959.1,decrease
0.0586,53,20,351,1259,1961,907.86,decrease
0.0586,53,21,313,1294,1920,881.52,decrease
0.0586,53,22,288,1311,1887,861.66,decrease
0.0586,53,23,271,1207,1749,799.62,decrease
0.0586,53,24,235,1145,1615,734.7,decrease
0.0586,53,25,181,1171,1533,687.3,decrease
0.0586,53,26,195,1109,1499,676.38,decrease
0.0586,53,27,155,1013,1323,592.86,decrease
0.0586,53,28,144,962,1250,559.56,decrease
0.0586,53,29,111,876,1098,487.8,decrease
0.0586,53,30,100,762,962,428.04,decrease
0.0586,53,31,74,687,835,368.46,decrease
0.0586,53,32,49,670,768,334.32,decrease
0.0586,53,33,45,630,720,313.2,decrease
0.0586,53,34,31,514,576,249.36,decrease
0.0586,53,35,28,460,516,223.44,decrease
0.0586,53,36,14,423,451,192.78,decrease
0.0586,53,37,13,367,393,168.18,decrease
0.0586,53,38,15,283,313,135.06,decrease
0.0586,53,39,10,244,264,113.28,decrease
0.0586,53,40,1,225,227,95.58,decrease
0.0586,53,41,2,203,207,87.42,decrease
0.0586,53,42,2,168,172,72.72,decrease
0.0586,53,43,2,143,147,62.22,decrease
0.0586,53,44,1,111,113,47.7,decrease
0.0586,53,45,1,95,97,40.98,decrease
0.0586,53,46,2,95,99,42.06,decrease
0.0586,53,47,0,86,86,36.12,decrease
0.0586,53,48,0,76,76,31.92,decrease
0.0586,53,49,0,59,59,24.78,decrease
0.0586,53,50,0,57,57,23.94,decrease
0.0586,53,51,0,52,52,21.84,decrease
0.0586,53,52,0,36,36,15.12,decrease
0.0586,53,53,0,41,41,17.22,decrease
0.0586,53,54,0,35,35,14.7,decrease
0.0586,53,55,0,34,34,14.28,decrease
0.0586,53,56,0,36,36,15.12,decrease
0.0586,53,57,0,24,24,10.08,decrease
0.0586,53,58,0,24,24,10.08,decrease
0.0586,53,59,0,12,12,5.04,decrease
0.0586,53,60,0,8,8,3.36,decrease
0.0586,53,61,0,6,6,2.52,decrease
0.0586,53,62,0,4,4,1.68,decrease
0.0586,53,63,0,3,3,1.26,decrease
0.0586,53,64,0,2,2,0.84,decrease
0.0586,53,65,0,1,1,0.42,decrease
0.0586,53,66,0,0,0,0,decrease
0.0586,54,0,1583,0,3166,1709.64,decrease
0.0586,54,1,1216,644,3076,1583.76,decrease
0.0586,54,2,1156,911,3223,1631.1,decrease
0.0586,54,3,1038,1091,3167,1579.26,decrease
0.0586,54,4,930,1146,3006,1485.72,decrease
0.0586,54,5,822,1222,2866,1401,decrease
0.0586,54,6,813,1187,2813,1376.58,decrease
0.0586,54,7,762,1171,2695,1314.78,decrease
0.0586,54,8,720,1306,2746,1326.12,decrease
0.0586,54,9,731,1370,2832,1364.88,decrease
0.0586,54,10,745,1490,2980,1430.4,decrease
0.0586,54,11,699,1403,2801,1344.18,decrease
0.0586,54,12,627,1411,2665,1269.78,decrease
0.0586,54,13,569,1441,2579,1219.74,decrease
0.0586,54,14,573,1464,2610,1233.72,decrease
0.0586,54,15,470,1443,2383,1113.66,decrease
0.0586,54,16,413,1421,2247,1042.86,decrease
0.0586,54,17,387,1365,2139,991.26,decrease
0.0586,54,18,327,1376,2030,931.08,decrease
0.0586,54,19,343,1264,1950,901.32,decrease
0.0586,54,20,295,1234,1824,836.88,decrease
0.0586,54,21,277,1201,1755,803.58,decrease
0.0586,54,22,252,1184,1688,769.44,decrease
0.0586,54,23,221,1140,1582,717.48,decrease
0.0586,54,24,183,1108,1474,663,decrease
0.0586,54,25,152,1005,1309,586.26,decrease
0.0586,54,26,98,907,1103,486.78,decrease
0.0586,54,27,82,852,1016,446.4,decrease
0.0586,54,28,100,798,998,443.16,decrease
0.0586,54,29,69,792,930,407.16,decrease
0.0586,54,30,46,715,807,349.98,decrease
0.0586,54,31,32,663,727,313.02,decrease
0.0586,54,32,30,560,620,267.6,decrease
0.0586,54,33,30,471,531,230.22,decrease
0.0586,54,34,10,398,418,177.96,decrease
0.0586,54,35,5,343,353,149.46,decrease
0.0586,54,36,12,308,332,142.32,decrease
0.0586,54,37,4,260,268,113.52,decrease
0.0586,54,38,4,213,221,93.78,decrease
0.0586,54,39,1,194,196,82.56,decrease
0.0586,54,40,1,170,172,72.48,decrease
0.0586,54,41,0,158,158,66.36,decrease
0.0586,54,42,0,118,118,49.56,decrease
0.0586,54,43,0,114,114,47.88,decrease
0.0586,54,44,0,85,85,35.7,decrease
0.0586,54,45,1,86,88,37.2,decrease
0.0586,54,46,2,90,94,39.96,decrease
0.0586,54,47,1,117,119,50.22,decrease
0.0586,54,48,0,93,93,39.06,decrease
0.0586,54,49,0,64,64,26.88,decrease
0.0586,54,50,0,49,49,20.58,decrease
0.0586,54,51,0,34,34,14.28,decrease
0.0586,54,52,0,23,23,9.66,decrease
0.0586,54,53,0,20,20,8.4,decrease
0.0586,54,54,0,18,18,7.56,decrease
0.0586,54,55,0,11,11,4.62,decrease
0.0586,54,56,0,4,4,1.68,decrease
0.0586,54,57,0,7,7,2.94,decrease
0.0586,54,58,0,3,3,1.26,decrease
0.0586,54,59,0,12,12,5.04,decrease
0.0586,54,60,0,12,12,5.04,decrease
0.0586,54,61,0,8,8,3.36,decrease
0.0586,54,62,0,6,6,2.52,decrease
0.0586,54,63,0,4,4,1.68,decrease
0.0586,54,64,0,4,4,1.68,decrease
0.0586,54,65,0,4,4,1.68,decrease
0.0586,54,66,0,1,1,0.42,decrease
0.0586,54,67,0,3,3,1.26,decrease
0.0586,54,68,0,4,4,1.68,decrease
0.0586,54,69,0,2,2,0.84,decrease
0.0586,54,70,0,1,1,0.42,decrease
0.0586,54,71,0,0,0,0,decrease
0.0586,55,0,1536,0,3072,1658.88,decrease
0.0586,55,1,1108,678,2894,1481.4,decrease
0.0586,55,2,1031,834,2896,1463.76,decrease
0.0586,55,3,1007,995,3009,1505.46,decrease
0.0586,55,4,960,1079,2999,1489.98,decrease
0.0586,55,5,935,1159,3029,1496.58,decrease
0.0586,55,6,940,1269,3149,1548.18,decrease
0.0586,55,7,950,1336,3236,1587.12,decrease
0.0586,55,8,854,1397,3105,1509.06,decrease
0.0586,55,9,807,1365,2979,1444.86,decrease
0.0586,55,10,796,1352,2944,1427.52,decrease
0.0586,55,11,707,1435,2849,1366.26,decrease
0.0586,55,12,747,1462,2956,1420.8,decrease
0.0586,55,13,746,1418,2910,1401.24,decrease
0.0586,55,14,707,1424,2838,1361.64,decrease
0.0586,55,15,707,1394,2808,1349.04,decrease
0.0586,55,16,692,1502,2886,1378.2,decrease
0.0586,55,17,668,1645,2981,1412.34,decrease
0.0586,55,18,663,1602,2928,1388.88,decrease
0.0586,55,19,668,1478,2814,1342.2,decrease
0.0586,55,20,653,1451,2757,1314.66,decrease
0.0586,55,21,600,1535,2735,1292.7,decrease
0.0586,55,22,527,1530,2584,1211.76,decrease
0.0586,55,23,542,1534,2618,1229.64,decrease
0.0586,55,24,495,1524,2514,1174.68,decrease
0.0586,55,25,482,1460,2424,1133.76,decrease
0.0586,55,26,427,1416,2270,1055.88,decrease
0.0586,55,27,419,1422,2260,1049.76,decrease
0.0586,55,28,412,1427,2251,1044.3,decrease
0.0586,55,29,401,1445,2247,1039.98,decrease
0.0586,55,30,351,1456,2158,990.6,decrease
0.0586,55,31,328,1430,2086,954.84,decrease
0.0586,55,32,259,1295,1813,823.62,decrease
0.0586,55,33,217,1227,1661,749.7,decrease
0.0586,55,34,226,1281,1733,782.1,decrease
0.0586,55,35,181,1249,1611,720.06,decrease
0.0586,55,36,171,1074,1416,635.76,decrease
0.0586,55,37,162,1076,1400,626.88,decrease
0.0586,55,38,132,992,1256,559.2,decrease
0.0586,55,39,122,1012,1256,556.8,decrease
0.0586,55,40,95,972,1162,510.84,decrease
0.0586,55,41,90,929,1109,487.38,decrease
0.0586,55,42,102,919,1123,496.14,decrease
0.0586,55,43,82,834,998,438.84,decrease
0.0586,55,44,82,745,909,401.46,decrease
0.0586,55,45,37,722,796,343.2,decrease
0.0586,55,46,42,635,719,312.06,decrease
0.0586,55,47,51,518,620,272.64,decrease
0.0586,55,48,19,512,550,235.56,decrease
0.0586,55,49,13,438,464,198,decrease
0.0586,55,50,5,355,365,154.5,decrease
0.0586,55,51,9,294,312,133.2,decrease
0.0586,55,52,8,258,274,117,decrease
0.0586,55,53,5,209,219,93.18,decrease
0.0586,55,54,2,176,180,76.08,decrease
0.0586,55,55,5,167,177,75.54,decrease
0.0586,55,56,1,154,156,65.76,decrease
0.0586,55,57,0,135,135,56.7,decrease
0.0586,55,58,1,109,111,46.86,decrease
0.0586,55,59,4,86,94,40.44,decrease
0.0586,55,60,2,91,95,40.38,decrease
0.0586,55,61,0,74,74,31.08,decrease
0.0586,55,62,0,71,71,29.82,decrease
0.0586,55,63,0,50,50,21,decrease
0.0586,55,64,0,41,41,17.22,decrease
0.0586,55,65,0,44,44,18.48,decrease
0.0586,55,66,0,34,34,14.28,decrease
0.0586,55,67,0,24,24,10.08,decrease
0.0586,55,68,0,21,21,8.82,decrease
0.0586,55,69,0,15,15,6.3,decrease
0.0586,55,70,0,11,11,4.62,decrease
0.0586,55,71,0,10,10,4.2,decrease
0.0586,55,72,0,9,9,3.78,decrease
0.0586,55,73,0,6,6,2.52,decrease
0.0586,55,74,0,9,9,3.78,decrease
0.0586,55,75,0,6,6,2.52,decrease
0.0586,55,76,0,5,5,2.1,decrease
0.0586,55,77,0,4,4,1.68,decrease
0.0586,55,78,0,2,2,0.84,decrease
0.0586,55,79,0,6,6,2.52,decrease
0.0586,55,80,0,7,7,2.94,decrease
0.0586,55,81,0,5,5,2.1,decrease
0.0586,55,82,0,3,3,1.26,decrease
0.0586,55,83,0,1,1,0.42,decrease
0.0586,55,84,0,3,3,1.26,decrease
0.0586,55,85,0,0,0,0,decrease
0.0586,56,0,1523,0,3046,1644.84,decrease
0.0586,56,1,1187,674,3048,1565.04,decrease
0.0586,56,2,1034,932,3000,1508.16,decrease
0.0586,56,3,1009,1077,3095,1542.06,decrease
0.0586,56,4,943,1162,3048,1506.48,decrease
0.0586,56,5,954,1314,3222,1582.2,decrease
0.0586,56,6,917,1392,3226,1575,decrease
0.0586,56,7,871,1377,3119,1519.02,decrease
0.0586,56,8,896,1395,3187,1553.58,decrease
0.0586,56,9,813,1447,3073,1485.78,decrease
0.0586,56,10,766,1484,3016,1450.56,decrease
0.0586,56,11,778,1473,3029,1458.9,decrease
0.0586,56,12,747,1532,3026,1450.2,decrease
0.0586,56,13,700,1570,2970,1415.4,decrease
0.0586,56,14,705,1505,2915,1393.5,decrease
0.0586,56,15,625,1510,2760,1309.2,decrease
0.0586,56,16,620,1467,2707,1285.74,decrease
0.0586,56,17,614,1573,2801,1323.78,decrease
0.0586,56,18,550,1545,2645,1242.9,decrease
0.0586,56,19,517,1502,2536,1189.2,decrease
0.0586,56,20,503,1489,2495,1168.62,decrease
0.0586,56,21,528,1485,2541,1193.94,decrease
0.0586,56,22,542,1438,2522,1189.32,decrease
0.0586,56,23,545,1513,2603,1224.06,decrease
0.0586,56,24,486,1527,2499,1166.22,decrease
0.0586,56,25,436,1627,2499,1154.22,decrease
0.0586,56,26,427,1519,2373,1099.14,decrease
0.0586,56,27,418,1462,2298,1065.48,decrease
0.0586,56,28,355,1402,2112,972.24,decrease
0.0586,56,29,294,1372,1960,893.76,decrease
0.0586,56,30,280,1256,1816,829.92,decrease
0.0586,56,31,211,1253,1675,754.14,decrease
0.0586,56,32,196,1111,1503,678.3,decrease
0.0586,56,33,146,1100,1392,619.68,decrease
0.0586,56,34,118,993,1229,544.5,decrease
0.0586,56,35,140,918,1198,536.76,decrease
0.0586,56,36,91,886,1068,470.4,decrease
0.0586,56,37,71,829,971,424.86,decrease
0.0586,56,38,71,743,885,388.74,decrease
0.0586,56,39,39,767,845,364.26,decrease
0.0586,56,40,48,597,693,302.58,decrease
0.0586,56,41,23,569,615,263.82,decrease
0.0586,56,42,22,484,528,227.04,decrease
0.0586,56,43,12,441,465,198.18,decrease
0.0586,56,44,18,368,404,174,decrease
0.0586,56,45,10,348,368,156.96,decrease
0.0586,56,46,7,320,334,141.96,decrease
0.0586,56,47,0,267,267,112.14,decrease
0.0586,56,48,1,194,196,82.56,decrease
0.0586,56,49,0,180,180,75.6,decrease
0.0586,56,50,6,150,162,69.48,decrease
0.0586,56,51,2,150,154,65.16,decrease
0.0586,56,52,2,129,133,56.34,decrease
0.0586,56,53,2,115,119,50.46,decrease
0.0586,56,54,0,116,116,48.72,decrease
0.0586,56,55,0,96,96,40.32,decrease
0.0586,56,56,0,80,80,33.6,decrease
0.0586,56,57,1,68,70,29.64,decrease
0.0586,56,58,0,60,60,25.2,decrease
0.0586,56,59,0,56,56,23.52,decrease
0.0586,56,60,1,36,38,16.2,decrease
0.0586,56,61,0,23,23,9.66,decrease
0.0586,56,62,0,20,20,8.4,decrease
0.0586,56,63,0,13,13,5.46,decrease
0.0586,56,64,0,12,12,5.04,decrease
0.0586,56,65,0,10,10,4.2,decrease
0.0586,56,66,0,4,4,1.68,decrease
0.0586,56,67,0,4,4,1.68,decrease
0.0586,56,68,0,6,6,2.52,decrease
0.0586,56,69,0,2,2,0.84,decrease
0.0586,56,70,0,2,2,0.84,decrease
0.0586,56,71,0,2,2,0.84,decrease
0.0586,56,72,0,0,0,0,decrease
0.0586,57,0,1602,0,3204,1730.16,decrease
0.0586,57,1,1363,586,3312,1718.16,decrease
0.0586,57,2,1238,796,3272,1671.36,decrease
0.0586,57,3,1097,1026,3220,1615.68,decrease
0.0586,57,4,1085,1112,3282,1638.84,decrease
0.0586,57,5,1028,1135,3191,1586.94,decrease
0.0586,57,6,976,1226,3178,1569,decrease
0.0586,57,7,904,1293,3101,1519.38,decrease
0.0586,57,8,932,1383,3247,1587.42,decrease
0.0586,57,9,931,1425,3287,1603.98,decrease
0.0586,57,10,964,1423,3351,1638.78,decrease
0.0586,57,11,984,1381,3349,1642.74,decrease
0.0586,57,12,897,1491,3285,1594.98,decrease
0.0586,57,13,942,1484,3368,1640.64,decrease
0.0586,57,14,933,1456,3322,1619.16,decrease
0.0586,57,15,1002,1450,3454,1691.16,decrease
0.0586,57,16,920,1498,3338,1622.76,decrease
0.0586,57,17,900,1459,3259,1584.78,decrease
0.0586,57,18,784,1531,3099,1489.74,decrease
0.0586,57,19,714,1451,2879,1380.54,decrease
0.0586,57,20,737,1404,2878,1385.64,decrease
0.0586,57,21,678,1521,2877,1371.06,decrease
0.0586,57,22,716,1475,2907,1392.78,decrease
0.0586,57,23,772,1514,3058,1469.64,decrease
0.0586,57,24,726,1676,3128,1488,decrease
0.0586,57,25,736,1680,3152,1500.48,decrease
0.0586,57,26,676,1674,3026,1433.16,decrease
0.0586,57,27,654,1648,2956,1398.48,decrease
0.0586,57,28,672,1546,2890,1375.08,decrease
0.0586,57,29,605,1550,2760,1304.4,decrease
0.0586,57,30,639,1499,2777,1319.7,decrease
0.0586,57,31,527,1521,2575,1207.98,decrease
0.0586,57,32,523,1556,2602,1218.36,decrease
0.0586,57,33,513,1468,2494,1170.6,decrease
0.0586,57,34,480,1455,2415,1129.5,decrease
0.0586,57,35,439,1422,2300,1071.36,decrease
0.0586,57,36,402,1443,2247,1040.22,decrease
0.0586,57,37,375,1407,2157,995.94,decrease
0.0586,57,38,332,1330,1994,917.16,decrease
0.0586,57,39,296,1365,1957,892.98,decrease
0.0586,57,40,284,1243,1811,828.78,decrease
0.0586,57,41,221,1241,1683,759.9,decrease
0.0586,57,42,214,1126,1554,704.04,decrease
0.0586,57,43,158,1117,1433,639.78,decrease
0.0586,57,44,125,1049,1299,575.58,decrease
0.0586,57,45,123,1034,1280,567.12,decrease
0.0586,57,46,101,957,1159,511.02,decrease
0.0586,57,47,87,891,1065,468.18,decrease
0.0586,57,48,72,834,978,428.04,decrease
0.0586,57,49,61,760,882,385.08,decrease
0.0586,57,50,50,736,836,363.12,decrease
0.0586,57,51,29,669,727,312.3,decrease
0.0586,57,52,29,553,611,263.58,decrease
0.0586,57,53,13,518,544,231.6,decrease
0.0586,57,54,9,405,423,179.82,decrease
0.0586,57,55,9,365,383,163.02,decrease
0.0586,57,56,12,302,326,139.8,decrease
0.0586,57,57,1,282,284,119.52,decrease
0.0586,57,58,3,202,208,88.08,decrease
0.0586,57,59,6,166,178,76.2,decrease
0.0586,57,60,0,151,151,63.42,decrease
0.0586,57,61,0,154,154,64.68,decrease
0.0586,57,62,3,115,121,51.54,decrease
0.0586,57,63,0,102,102,42.84,decrease
0.0586,57,64,0,80,80,33.6,decrease
0.0586,57,65,1,67,69,29.22,decrease
0.0586,57,66,3,55,61,26.34,decrease
0.0586,57,67,0,65,65,27.3,decrease
0.0586,57,68,0,53,53,22.26,decrease
0.0586,57,69,1,30,32,13.68,decrease
0.0586,57,70,0,33,33,13.86,decrease
0.0586,57,71,0,31,31,13.02,decrease
0.0586,57,72,0,29,29,12.18,decrease
0.0586,57,73,0,21,21,8.82,decrease
0.0586,57,74,0,19,19,7.98,decrease
0.0586,57,75,0,15,15,6.3,decrease
0.0586,57,76,0,17,17,7.14,decrease
0.0586,57,77,0,8,8,3.36,decrease
0.0586,57,78,0,6,6,2.52,decrease
0.0586,57,79,0,10,10,4.2,decrease
0.0586,57,80,0,9,9,3.78,decrease
0.0586,57,81,0,4,4,1.68,decrease
0.0586,57,82,0,4,4,1.68,decrease
0.0586,57,83,0,8,8,3.36,decrease
0.0586,57,84,0,8,8,3.36,decrease
0.0586,57,85,0,3,3,1.26,decrease
0.0586,57,86,0,5,5,2.1,decrease
0.0586,57,87,0,5,5,2.1,decrease
0.0586,57,88,0,1,1,0.42,decrease
