a,sigma,beta,k,u_hat,outcome,delta
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,decrease,3.776643802388028e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,increase,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020172414,0.01,2.0172414,0.2,0.2,decrease,3.826446089942035e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,increase,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020413793,0.01,2.0413793,0.2,0.2,decrease,3.914552408985179e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,increase,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020655172,0.01,2.0655172,0.2,0.2,decrease,4.003751022646215e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,increase,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,decrease,4.093909029035086e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,decrease,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,increase,4.184899440098821e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,increase,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.02137931,0.01,2.137931,0.2,0.2,decrease,4.276603101243425e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,decrease,4.289755284184376e-4
0.021413793,0.01,2.1413793,0.2,0.2,increase,4.289755284184376e-4
