a,sigma,beta,k,u_hat,delta,p_increase,delta_correct
0.015252525,0.01,1.5252525,0.2,0.2,2.5705915484466825e-4,0,3.839763581182376e-4
0.015454545,0.01,1.5454545,0.2,0.2,2.58813077702028e-4,0,3.977170583846848e-4
0.015656566,0.01,1.5656566,0.2,0.2,2.60994768431548e-4,0,4.114564048991673e-4
0.015858586,0.01,1.5858586,0.2,0.2,2.6358172202367315e-4,0,4.2518954261400524e-4
0.015896552,0.01,1.5896552000000002,0.2,0.2,2.6411136085224e-4,0,4.277693779443405e-4
0.016060606,0.01,1.6060606000000002,0.2,0.2,2.6655237611110605e-4,0,4.3891198134797874e-4
0.016262626,0.01,1.6262625999999998,0.2,0.2,2.698860345077307e-4,0,4.5261932029775145e-4
0.016464646,0.01,1.6464645999999998,0.2,0.2,2.7356284311302317e-4,0,4.663073126669262e-4
0.016666667,0.01,1.6666667,0.2,0.2,2.77563777968502e-4,0.02,4.7997192988231616e-4
0.016868687,0.01,1.6868687,0.2,0.2,2.818705331829412e-4,0.02,4.93609087822075e-4
0.017070707,0.01,1.7070707,0.2,0.2,2.864656098827973e-4,0,5.072150493886547e-4
0.017272727,0.01,1.7272727,0.2,0.2,2.9133220965474105e-4,0.02,5.207861505522118e-4
0.017275862,0.01,1.7275862,0.2,0.2,2.914097841741226e-4,0,5.209964569743188e-4
0.017474747,0.01,1.7474747,0.2,0.2,2.9645422585635996e-4,0.02,5.343188648287422e-4
0.017676768,0.01,1.7676767999999998,0.2,0.2,3.0181624410251343e-4,0.02,5.478098667662037e-4
0.017878788,0.01,1.7878788,0.2,0.2,3.0740340931304357e-4,0.06,5.612557618817869e-4
0.018,0.01,1.7999999999999998,0.2,0.2,3.108578647974005e-4,0,5.693003712995519e-4
0.018080808,0.01,1.8080808,0.2,0.2,3.1320156048295837e-4,0.02,5.746534842604213e-4
0.018241379,0.01,1.8241379,0.2,0.2,3.179515289766861e-4,0.08,5.852659950928048e-4
0.018282828,0.01,1.8282828,0.2,0.2,3.1919710197954017e-4,0,5.880000261418786e-4
0.018482759,0.01,1.8482759,0.2,0.2,3.2531220256230527e-4,0.02,6.011553362727518e-4
0.018484848,0.01,1.8484848,0.2,0.2,3.253770067836472e-4,0.02,6.01292501782584e-4
0.018655172,0.01,1.8655172,0.2,0.2,3.307213521494719e-4,0.06,6.124554015485596e-4
0.018686869,0.01,1.8686868999999997,0.2,0.2,3.31728826496902e-4,0.04,6.145282098448494e-4
0.018724138,0.01,1.8724138,0.2,0.2,3.3291843563948746e-4,0.02,6.169635219497663e-4
0.018888889,0.01,1.8888889,0.2,0.2,3.382405437214371e-4,0.02,6.277043686710518e-4
0.018965517,0.01,1.8965517,0.2,0.2,3.4074994144184516e-4,0.1,6.326861135724504e-4
0.019090909,0.01,1.9090909,0.2,0.2,3.44900740611121e-4,0.04,6.408185065065568e-4
0.019206897,0.01,1.9206897,0.2,0.2,3.487874600792653e-4,0.06,6.483189008096024e-4
0.019292929,0.01,1.9292929,0.2,0.2,3.516984544777446e-4,0,6.53868196284893e-4
0.019448276,0.01,1.9448276,0.2,0.2,3.5701260768889864e-4,0.04,6.63857701937963e-4
0.019494949,0.01,1.9494949,0.2,0.2,3.5862319015496336e-4,0.02,6.668511184799338e-4
0.019689655,0.01,1.9689655,0.2,0.2,3.6540803172720936e-4,0.16,6.79298745668383e-4
0.01969697,0.01,1.969697,0.2,0.2,3.656649371825848e-4,0.12,6.797651220928971e-4
0.01989899,0.01,1.989899,0.2,0.2,3.728140125370517e-4,0.12,6.926079665786206e-4
0.019931034,0.01,1.9931034,0.2,0.2,3.739572359651324e-4,0.1,6.946384050425421e-4
0.020034483,0.01,2.0034482999999996,0.2,0.2,3.776643802388028e-4,0.06,7.011807072895664e-4
0.02010101,0.01,2.0101009999999997,0.2,0.2,3.80061253244341e-4,0.2,7.053777027330906e-4
0.020172414,0.01,2.0172414,0.2,0.2,3.826446089942035e-4,0.14,7.098733187578185e-4
0.02030303,0.01,2.030303,0.2,0.2,3.8739786151274194e-4,0.16,7.180724140161826e-4
0.020413793,0.01,2.0413793,0.2,0.2,3.914552408985179e-4,0.18,7.250001327458074e-4
0.020505051,0.01,2.0505051,0.2,0.2,3.948154608576225e-4,0.12,7.306903403317792e-4
0.020655172,0.01,2.0655172,0.2,0.2,4.003751022646215e-4,0.18,7.400158726290108e-4
0.020707071,0.01,2.0707071,0.2,0.2,4.02305934058083e-4,0.22,7.432296260368662e-4
0.020896552,0.01,2.0896551999999997,0.2,0.2,4.093909029035086e-4,0.16,7.549177461769196e-4
0.020909091,0.01,2.0909091,0.2,0.2,4.0986162931103934e-4,0.2,7.556886922144394e-4
0.021111111,0.01,2.1111110999999996,0.2,0.2,4.174752000487315e-4,0.24,7.680659840031447e-4
0.021137931,0.01,2.1137930999999996,0.2,0.2,4.184899440098821e-4,0.28,7.6970295417296e-4
0.021313131,0.01,2.1313131,0.2,0.2,4.2513962831298665e-4,0.22,7.803600308472942e-4
0.02137931,0.01,2.137931,0.2,0.2,4.276603101243425e-4,0.24,7.843690549852143e-4
0.021413793,0.01,2.1413793,0.2,0.2,4.289755284184376e-4,0.36,7.864543681613788e-4
0.021515152,0.01,2.1515152,0.2,0.2,4.328482503604176e-4,0.38,7.925695043663472e-4
0.02162069,0.01,2.162069,0.2,0.2,4.368907276438884e-4,0.4,7.98913771406385e-4
0.021717172,0.01,2.1717172,0.2,0.2,4.4059459163721534e-4,0.3,8.046929747160467e-4
0.021862069,0.01,2.1862069,0.2,0.2,4.4617041938475134e-4,0.38,8.133348065028564e-4
0.021919192,0.01,2.1919192,0.2,0.2,4.483725840595781e-4,0.56,8.167292709521969e-4
0.022103448,0.01,2.2103448,0.2,0.2,4.55489306027935e-4,0.42,8.276301996953499e-4
0.022121212,0.01,2.2121212,0.2,0.2,4.5617640229411635e-4,0.46,8.286772366357179e-4
0.022323232,0.01,2.2323231999999997,0.2,0.2,4.640004909662952e-4,0.44,8.405357883026765e-4
0.022344828,0.01,2.2344828,0.2,0.2,4.6483786533018994e-4,0.46,8.417981383047231e-4
0.022525253,0.01,2.2525253,0.2,0.2,4.718395930556818e-4,0.48,8.52303971357226e-4
0.022586207,0.01,2.2586207,0.2,0.2,4.742069896013881e-4,0.52,8.558367785910792e-4
0.022727273,0.01,2.2727272999999997,0.2,0.2,4.796885845606589e-4,0.48,8.639807254193499e-4
0.022793103,0.01,2.2793102999999997,0.2,0.2,4.822475808294572e-4,0.7,8.677658120496042e-4
0.022827586,0.01,2.2827586,0.2,0.2,4.83588193684861e-4,0.66,8.697445928487514e-4
0.022929293,0.01,2.2929293,0.2,0.2,4.875426976895072e-4,0.62,8.755652317982594e-4
0.023068966,0.01,2.3068966,0.2,0.2,4.929734756362865e-4,0.72,8.83520185916753e-4
0.023131313,0.01,2.3131313,0.2,0.2,4.953973563870732e-4,0.66,8.870566780251471e-4
0.023310345,0.01,2.3310345,0.2,0.2,5.023551775343027e-4,0.7,8.971621215660038e-4
0.023333333,0.01,2.3333333,0.2,0.2,5.032482061503788e-4,0.66,8.984543143676325e-4
0.023535354,0.01,2.3535354,0.2,0.2,5.110911442052601e-4,0.66,9.097575076247762e-4
0.023551724,0.01,2.3551724,0.2,0.2,5.117261974976972e-4,0.74,9.10669260209794e-4
0.023737374,0.01,2.3737374,0.2,0.2,5.189221559567032e-4,0.72,9.209655159123989e-4
0.023793103,0.01,2.3793103,0.2,0.2,5.210798137669675e-4,0.74,9.240405254703661e-4
0.023939394,0.01,2.3939394,0.2,0.2,5.267375399658017e-4,0.9,9.320778225328126e-4
0.024034483,0.01,2.4034483,0.2,0.2,5.304097427148531e-4,0.72,9.372750115886376e-4
0.024141414,0.01,2.4141414,0.2,0.2,5.345337449092872e-4,0.82,9.430939099027077e-4
0.024172414,0.01,2.4172414,0.2,0.2,5.357281599881086e-4,0.76,9.447757847519216e-4
0.024275862,0.01,2.4275862,0.2,0.2,5.397099657342188e-4,0.84,9.503717603153612e-4
0.024343434,0.01,2.4343434,0.2,0.2,5.423074010238242e-4,0.8,9.54013313979294e-4
0.024517241,0.01,2.4517241,0.2,0.2,5.489749434185558e-4,0.96,9.633300856405277e-4
0.024545455,0.01,2.4545455,0.2,0.2,5.500553512644578e-4,0.84,9.648356758711618e-4
0.024747475,0.01,2.4747475,0.2,0.2,5.577744911619359e-4,0.86,9.755605263562818e-4
0.024758621,0.01,2.4758621,0.2,0.2,5.581994819671885e-4,0.82,9.761494025954318e-4
0.024949495,0.01,2.4949494999999997,0.2,0.2,5.65461992354604e-4,0.86,9.861876056656248e-4
0.025,0.01,2.5,0.2,0.2,5.673786029642755e-4,0.84,9.888290664866808e-4
0.025151515,0.01,2.5151515,0.2,0.2,5.731151426762424e-4,0.96,9.96716647114048e-4
0.025353535,0.01,2.5353535,0.2,0.2,5.8073137845326e-4,0.88,0.0010071474293444453
0.025551724,0.01,2.5551724,0.2,0.2,5.881649744366406e-4,0.86,0.001017284754232458
0.025555556,0.01,2.5555556,0.2,0.2,5.883083160155914e-4,0.98,0.001017479825698664
0.025757576,0.01,2.5757576,0.2,0.2,5.958435961926707e-4,0.98,0.0010277135986297044
0.025959596,0.01,2.5959596,0.2,0.2,6.033351039008719e-4,0.84,0.0010378487051151616
0.026161616,0.01,2.6161616,0.2,0.2,6.107808126516778e-4,0.96,0.001047885090164711
0.026363636,0.01,2.6363635999999997,0.2,0.2,6.181788170913059e-4,1,0.0010578227368194769
0.026565657,0.01,2.6565657,0.2,0.2,6.255273643732314e-4,0.98,0.0010676617132555043
0.026767677,0.01,2.6767677,0.2,0.2,6.328247042051763e-4,0.96,0.0010774019771391807
0.026931034,0.01,2.6931034,0.2,0.2,6.386869674277397e-4,0.98,0.0010852060425528068
0.026969697,0.01,2.6969697,0.2,0.2,6.400693025904835e-4,1,0.0010870436665539884
0.027171717,0.01,2.7171717,0.2,0.2,6.472596917181299e-4,1,0.0010965869034440835
0.027373737,0.01,2.7373737,0.2,0.2,6.543945022690706e-4,0.98,0.0011060318413356994
0.027575758,0.01,2.7575757999999997,0.2,0.2,6.61472494272251e-4,0.98,0.0011153787101667104
0.027777778,0.01,2.7777778,0.2,0.2,6.684924133542219e-4,0.98,0.0011246276305417573
0.027979798,0.01,2.7979798,0.2,0.2,6.754531972202461e-4,1,0.0011337788901969494
0.028181818,0.01,2.8181818,0.2,0.2,6.823538316177448e-4,1,0.001142832757343986
0.028310345,0.01,2.8310345,0.2,0.2,6.867123417307118e-4,1,0.001148542353760218
0.028383838,0.01,2.8383838,0.2,0.2,6.891933820434081e-4,1,0.0011517895261031405
0.028585859,0.01,2.8585859,0.2,0.2,6.959710237960631e-4,1,0.0011606495590741409
0.028787879,0.01,2.8787879,0.2,0.2,7.026859048684946e-4,1,0.001169413111367628
0.028989899,0.01,2.8989898999999997,0.2,0.2,7.093373441503595e-4,1,0.0011780805927517207
0.029191919,0.01,2.9191919,0.2,0.2,7.159246939371037e-4,1,0.0011866523907814418
0.029393939,0.01,2.9393939,0.2,0.2,7.224473707611342e-4,1,0.0011951289139544505
0.02959596,0.01,2.959596,0.2,0.2,7.289048844290995e-4,1,0.0012035106320524881
0.029689655,0.01,2.9689655,0.2,0.2,7.318775429609593e-4,1,0.0012073659045939503
0.02979798,0.01,2.979798,0.2,0.2,7.352967078239455e-4,1,0.0012117979097648265
0.03,0.01,3,0.2,0.2,7.416224661327336e-4,1,0.0012199912547561191
0.031068966,0.01,3.1068966,0.2,0.2,7.739827220655003e-4,1,0.0012618021499147015
0.032448276,0.01,3.2448276,0.2,0.2,8.129491775615031e-4,1,0.0013120156330602845
0.033827586,0.01,3.3827586,0.2,0.2,8.487869488161307e-4,1,0.0013581988824945476
0.035206897,0.01,3.5206897,0.2,0.2,8.815695968891964e-4,1,0.0014005629806199127
0.036586207,0.01,3.6586207,0.2,0.2,9.114148641588668e-4,1,0.0014393299710049809
0.037965517,0.01,3.7965517,0.2,0.2,9.384700819079658e-4,1,0.0014747270444008323
0.039344828,0.01,3.9344828,0.2,0.2,9.629008941593894e-4,1,0.0015069817145186015
0.040724138,0.01,4.0724138,0.2,0.2,9.848827740790657e-4,1,0.0015363181057844247
0.042103448,0.01,4.2103448,0.2,0.2,0.00100459483565666,1,0.001562954327070834
0.043482759,0.01,4.3482759,0.2,0.2,0.00102221514601002,1,0.001587100357112306
0.044862069,0.01,4.4862069,0.2,0.2,0.00103791736027724,1,0.001608956562514502
0.046241379,0.01,4.6241379,0.2,0.2,0.00105186846336121,1,0.0016287128482908725
0.04762069,0.01,4.762069,0.2,0.2,0.00106422716034567,1,0.0016465480325349238
0.049,0.01,4.9,0.2,0.2,0.00107514287821439,1,0.0016626295565727103
0.05,0.01,5,0.2,0.2,0.00108223418495903,1,0.001673281196487339
0.053448276,0.01,5.3448276,0.2,0.2,0.00110210682103706,1,0.0017043242470839506
0.056896552,0.01,5.6896552,0.2,0.2,0.00111620217176367,1,0.0017280367040060848
0.060344828,0.01,6.0344828,0.2,0.2,0.00112596397226941,1,0.001746054928757755
0.063793103,0.01,6.3793103,0.2,0.2,0.00113252423459595,1,0.0017596838545385213
0.067241379,0.01,6.7241379000000006,0.2,0.2,0.0011367552785792,1,0.0017699513699403896
0.070689655,0.01,7.0689655,0.2,0.2,0.00113931943365498,1,0.0017776590234219597
0.074137931,0.01,7.4137931,0.2,0.2,0.00114071292579841,1,0.0017834266850661334
0.077586207,0.01,7.758620700000001,0.2,0.2,0.00114130282163249,1,0.0017877303673047018
0.081034483,0.01,8.1034483,0.2,0.2,0.00114135717559501,1,0.0017909334257401877
0.084482759,0.01,8.4482759,0.2,0.2,0.00114106907682411,1,0.001793311789619778
0.087931034,0.01,8.7931034,0.2,0.2,0.00114057549807485,1,0.0017950740538050652
0.09137931,0.01,9.137931,0.2,0.2,0.00113997186150626,1,0.0017963772877875733
0.094827586,0.01,9.4827586,0.2,0.2,0.00113932316187283,1,0.0017973393460334192
0.098275862,0.01,9.8275862,0.2,0.2,0.00113867236823208,1,0.0017980483835315086
0.101724138,0.01,10.1724138,0.2,0.2,0.00113804670904792,1,0.0017985701547075933
0.105172414,0.01,10.5172414,0.2,0.2,0.00113746232882577,1,0.0017989535813017904
0.10862069,0.01,10.862069,0.2,0.2,0.00113692770540436,1,0.0017992349778521155
0.112068966,0.01,11.2068966,0.2,0.2,0.00113644613276413,1,0.0017994412442063207
0.115517241,0.01,11.5517241,0.2,0.2,0.0011360175054515,1,0.001799592268168726
0.118965517,0.01,11.8965517,0.2,0.2,0.00113563958466945,1,0.0017997027276639571
0.122413793,0.01,12.2413793,0.2,0.2,0.0011353088850631,1,0.001799783437815991
0.125862069,0.01,12.5862069,0.2,0.2,0.00113502128299745,1,0.0017998423557265275
0.129310345,0.01,12.9310345,0.2,0.2,0.00113477242536996,1,0.00179988532760339
0.132758621,0.01,13.2758621,0.2,0.2,0.00113455799537091,1,0.0017999166432071667
0.136206897,0.01,13.6206897,0.2,0.2,0.00113437387740335,1,0.0017999394464525698
0.139655172,0.01,13.9655172,0.2,0.2,0.00113421625193029,1,0.0017999560388897717
0.143103448,0.01,14.3103448,0.2,0.2,0.00113408164223964,1,0.0017999681036442727
0.146551724,0.01,14.6551724,0.2,0.2,0.00113396692975944,1,0.0017999768703592656
0.15,0.01,15,0.2,0.2,0.00113386934835446,1,0.0017999832365538093
