x1, x2, x_midpoint,time_point,n_dd, n_dwt, n_wtwt, exp_n_dd, exp_n_dwt, exp_n_wt
0.27,0.28,0.275,after_dispersal,0.0,0.0,199.0,4.67864e-106,0.0,300.0
0.28,0.29,0.285,after_dispersal,0.0,0.0,210.0,1.67725e-96,0.0,300.0
0.29,0.3,0.295,after_dispersal,0.0,0.0,235.0,2.21198e-87,0.0,300.0
0.3,0.31,0.305,after_dispersal,0.0,0.0,234.0,1.07318e-78,0.0,300.0
0.31,0.32,0.315,after_dispersal,0.0,0.0,233.0,1.91543e-70,0.0,300.0
0.32,0.33,0.325,after_dispersal,0.0,0.0,262.0,1.25767e-62,0.0,300.0
0.33,0.34,0.335,after_dispersal,0.0,0.0,254.0,3.0379e-55,0.0,300.0
0.34,0.35,0.345,after_dispersal,0.0,0.0,219.0,2.69951e-48,0.0,300.0
0.35,0.36,0.355,after_dispersal,0.0,0.0,244.0,8.82475e-42,0.0,300.0
0.36,0.37,0.365,after_dispersal,0.0,0.0,241.0,1.06127e-35,0.0,300.0
0.37,0.38,0.375,after_dispersal,0.0,0.0,263.0,4.6952e-30,0.0,300.0
0.38,0.39,0.385,after_dispersal,0.0,0.0,295.0,7.64166e-25,0.0,300.0
0.39,0.4,0.395,after_dispersal,0.0,0.0,226.0,4.57538e-20,0.0,300.0
0.4,0.41,0.405,after_dispersal,0.0,0.0,260.0,1.00779e-15,0.0,300.0
0.41,0.42,0.415,after_dispersal,0.0,0.0,219.0,8.16624e-12,0.0,300.0
0.42,0.43,0.425,after_dispersal,0.0,0.0,216.0,2.43432e-08,0.0,300.0
0.43,0.44,0.435,after_dispersal,0.0,0.0,245.0,2.66956e-05,0.0,300.0
0.44,0.45,0.445,after_dispersal,0.0,0.0,240.0,0.0107698,0.0,300.0
0.45,0.46,0.455,after_dispersal,0.0,0.0,246.0,1.59837,0.0,300.0
0.46,0.47,0.465,after_dispersal,4.0,0.0,235.0,87.2683,0.0,300.0
0.47,0.48,0.475,after_dispersal,21.0,0.0,232.0,1752.83,0.0,300.0
0.48,0.49,0.485,after_dispersal,118.0,0.0,245.0,12951.8,0.0,300.0
0.49,0.5,0.495,after_dispersal,364.0,0.0,235.0,35206.5,0.0,300.0
0.5,0.51,0.505,after_dispersal,341.0,0.0,230.0,35206.5,0.0,300.0
0.51,0.52,0.515,after_dispersal,138.0,0.0,244.0,12951.8,0.0,300.0
0.52,0.53,0.525,after_dispersal,14.0,0.0,255.0,1752.83,0.0,300.0
0.53,0.54,0.535,after_dispersal,0.0,0.0,245.0,87.2683,0.0,300.0
0.54,0.55,0.545,after_dispersal,0.0,0.0,268.0,1.59837,0.0,300.0
0.55,0.56,0.555,after_dispersal,0.0,0.0,221.0,0.0107698,0.0,300.0
0.56,0.57,0.565,after_dispersal,0.0,0.0,216.0,2.66956e-05,0.0,300.0
0.57,0.58,0.575,after_dispersal,0.0,0.0,224.0,2.43432e-08,0.0,300.0
0.58,0.59,0.585,after_dispersal,0.0,0.0,233.0,8.16624e-12,0.0,300.0
0.59,0.6,0.595,after_dispersal,0.0,0.0,228.0,1.00779e-15,0.0,300.0
0.6,0.61,0.605,after_dispersal,0.0,0.0,240.0,4.57538e-20,0.0,300.0
0.61,0.62,0.615,after_dispersal,0.0,0.0,260.0,7.64166e-25,0.0,300.0
0.62,0.63,0.625,after_dispersal,0.0,0.0,252.0,4.6952e-30,0.0,300.0
0.63,0.64,0.635,after_dispersal,0.0,0.0,240.0,1.06127e-35,0.0,300.0
0.64,0.65,0.645,after_dispersal,0.0,0.0,243.0,8.82475e-42,0.0,300.0
0.65,0.66,0.655,after_dispersal,0.0,0.0,247.0,2.69951e-48,0.0,300.0
0.66,0.67,0.665,after_dispersal,0.0,0.0,251.0,3.0379e-55,0.0,300.0
0.67,0.68,0.675,after_dispersal,0.0,0.0,228.0,1.25767e-62,0.0,300.0
0.68,0.69,0.685,after_dispersal,0.0,0.0,219.0,1.91543e-70,0.0,300.0
0.69,0.7,0.695,after_dispersal,0.0,0.0,203.0,1.07318e-78,0.0,300.0
0.7,0.71,0.705,after_dispersal,0.0,0.0,203.0,2.21198e-87,0.0,300.0
0.71,0.72,0.715,after_dispersal,0.0,0.0,245.0,1.67725e-96,0.0,300.0
0.72,0.73,0.725,after_dispersal,0.0,0.0,254.0,4.67864e-106,0.0,300.0
0.73,0.74,0.735,after_dispersal,0.0,0.0,227.0,4.80116e-116,0.0,300.0
0.74,0.75,0.745,after_dispersal,0.0,0.0,234.0,1.8125e-126,0.0,300.0
0.75,0.76,0.755,after_dispersal,0.0,0.0,237.0,2.51719e-137,0.0,300.0
0.76,0.77,0.765,after_dispersal,0.0,0.0,231.0,1.28606e-148,0.0,300.0
0.77,0.78,0.775,after_dispersal,0.0,0.0,217.0,2.41718e-160,0.0,300.0
0.78,0.79,0.785,after_dispersal,0.0,0.0,266.0,1.67134e-172,0.0,300.0
0.79,0.8,0.795,after_dispersal,0.0,0.0,262.0,4.25132e-185,0.0,300.0
0.8,0.81,0.805,after_dispersal,0.0,0.0,236.0,3.97822e-198,0.0,300.0
0.81,0.82,0.815,after_dispersal,0.0,0.0,249.0,1.36949e-211,0.0,300.0
0.82,0.83,0.825,after_dispersal,0.0,0.0,270.0,1.73435e-225,0.0,300.0
0.83,0.84,0.835,after_dispersal,0.0,0.0,243.0,8.08014e-240,0.0,300.0
0.84,0.85,0.845,after_dispersal,0.0,0.0,247.0,1.38486e-254,0.0,300.0
0.85,0.86,0.855,after_dispersal,0.0,0.0,259.0,8.73172e-270,0.0,300.0
0.86,0.87,0.865,after_dispersal,0.0,0.0,294.0,2.02534e-285,0.0,300.0
0.87,0.88,0.875,after_dispersal,0.0,0.0,232.0,1.72823e-301,0.0,300.0
0.88,0.89,0.885,after_dispersal,0.0,0.0,241.0,5.5189e-318,0.0,300.0
0.89,0.9,0.895,after_dispersal,0.0,0.0,262.0,0.0,0.0,300.0
0.9,0.91,0.905,after_dispersal,0.0,0.0,297.0,0.0,0.0,300.0
0.91,0.92,0.915,after_dispersal,0.0,0.0,269.0,0.0,0.0,300.0
0.92,0.93,0.925,after_dispersal,0.0,0.0,244.0,0.0,0.0,300.0
0.93,0.94,0.935,after_dispersal,0.0,0.0,255.0,0.0,0.0,300.0
0.94,0.95,0.945,after_dispersal,0.0,0.0,229.0,0.0,0.0,300.0
0.95,0.96,0.955,after_dispersal,0.0,0.0,230.0,0.0,0.0,300.0
0.96,0.97,0.965,after_dispersal,0.0,0.0,219.0,0.0,0.0,300.0
0.97,0.98,0.975,after_dispersal,0.0,0.0,208.0,0.0,0.0,300.0
0.98,0.99,0.985,after_dispersal,0.0,0.0,253.0,0.0,0.0,300.0
0.99,1.0,0.995,after_dispersal,0.0,0.0,230.0,0.0,0.0,300.0
0.0,0.01,0.005,after_reproduction,0.0,0.0,588.0,0.0,0.0,300.0
0.01,0.02,0.015,after_reproduction,0.0,0.0,680.0,0.0,0.0,300.0
0.02,0.03,0.025,after_reproduction,0.0,0.0,605.0,0.0,0.0,300.0
0.03,0.04,0.035,after_reproduction,0.0,0.0,654.0,0.0,0.0,300.0
0.04,0.05,0.045,after_reproduction,0.0,0.0,672.0,0.0,0.0,300.0
0.05,0.06,0.055,after_reproduction,0.0,0.0,684.0,0.0,0.0,300.0
0.06,0.07,0.065,after_reproduction,0.0,0.0,606.0,0.0,0.0,300.0
0.07,0.08,0.075,after_reproduction,0.0,0.0,709.0,0.0,0.0,300.0
0.08,0.09,0.085,after_reproduction,0.0,0.0,591.0,0.0,0.0,300.0
0.09,0.1,0.095,after_reproduction,0.0,0.0,525.0,0.0,0.0,300.0
0.1,0.11,0.105,after_reproduction,0.0,0.0,519.0,0.0,0.0,300.0
0.11,0.12,0.115,after_reproduction,0.0,0.0,620.0,0.0,1.10378e-317,300.0
0.12,0.13,0.125,after_reproduction,0.0,0.0,601.0,0.0,3.45647e-301,300.0
0.13,0.14,0.135,after_reproduction,0.0,0.0,579.0,0.0,4.05068e-285,300.0
0.14,0.15,0.145,after_reproduction,0.0,0.0,541.0,0.0,1.74634e-269,300.0
0.15,0.16,0.155,after_reproduction,0.0,0.0,517.0,0.0,2.76972e-254,300.0
0.16,0.17,0.165,after_reproduction,0.0,0.0,602.0,0.0,1.61603e-239,300.0
0.17,0.18,0.175,after_reproduction,0.0,0.0,598.0,0.0,3.4687e-225,300.0
0.18,0.19,0.185,after_reproduction,0.0,0.0,593.0,0.0,2.73899e-211,300.0
0.19,0.2,0.195,after_reproduction,0.0,0.0,718.0,0.0,7.95645e-198,300.0
0.2,0.21,0.205,after_reproduction,0.0,0.0,641.0,0.0,8.50264e-185,300.0
0.21,0.22,0.215,after_reproduction,0.0,0.0,807.0,0.0,3.34267e-172,300.0
0.22,0.23,0.225,after_reproduction,0.0,0.0,693.0,0.0,4.83436e-160,300.0
0.23,0.24,0.235,after_reproduction,0.0,0.0,579.0,5.51314e-299,2.57211e-148,300.0
0.24,0.25,0.245,after_reproduction,0.0,0.0,595.0,2.11209e-276,5.03439e-137,300.0
0.25,0.26,0.255,after_reproduction,0.0,0.0,572.0,1.09506e-254,3.62501e-126,300.0
0.26,0.27,0.265,after_reproduction,0.0,0.0,528.0,7.68371e-234,9.60232e-116,300.0
0.27,0.28,0.275,after_reproduction,0.0,0.0,519.0,7.29655e-214,9.35727e-106,300.0
0.28,0.29,0.285,after_reproduction,0.0,0.0,588.0,9.37723e-195,3.3545e-96,300.0
0.29,0.3,0.295,after_reproduction,0.0,0.0,578.0,1.63096e-176,4.42397e-87,300.0
0.3,0.31,0.305,after_reproduction,0.0,0.0,632.0,3.83904e-159,2.14636e-78,300.0
0.31,0.32,0.315,after_reproduction,0.0,0.0,543.0,1.22296e-142,3.83086e-70,300.0
0.32,0.33,0.325,after_reproduction,0.0,0.0,686.0,5.27247e-127,2.51534e-62,300.0
0.33,0.34,0.335,after_reproduction,0.0,0.0,663.0,3.07628e-112,6.0758e-55,300.0
0.34,0.35,0.345,after_reproduction,0.0,0.0,627.0,2.42912e-98,5.39903e-48,300.0
0.35,0.36,0.355,after_reproduction,0.0,0.0,648.0,2.59588e-85,1.76495e-41,300.0
0.36,0.37,0.365,after_reproduction,0.0,0.0,604.0,3.7543e-73,2.12254e-35,300.0
0.37,0.38,0.375,after_reproduction,0.0,0.0,776.0,7.34829e-62,9.39039e-30,300.0
0.38,0.39,0.385,after_reproduction,0.0,0.0,734.0,1.9465e-51,1.52833e-24,300.0
0.39,0.4,0.395,after_reproduction,0.0,0.0,584.0,6.97802e-42,9.15075e-20,300.0
0.4,0.41,0.405,after_reproduction,0.0,0.0,676.0,3.38549e-33,2.01559e-15,300.0
0.41,0.42,0.415,after_reproduction,0.0,0.0,545.0,2.22291e-25,1.63325e-11,300.0
0.42,0.43,0.425,after_reproduction,0.0,0.0,581.0,1.97531e-18,4.86864e-08,300.0
0.43,0.44,0.435,after_reproduction,0.0,0.0,592.0,2.37551e-12,5.33911e-05,300.0
0.44,0.45,0.445,after_reproduction,0.0,0.0,614.0,3.86612e-07,0.0215387,299.989
0.45,0.46,0.455,after_reproduction,0.0,0.0,608.0,0.00847087,3.17981,298.41
0.46,0.47,0.465,after_reproduction,4.0,19.0,607.0,19.6653,135.206,232.397
0.47,0.48,0.475,after_reproduction,25.0,36.0,585.0,1496.67,512.316,43.8419
0.48,0.49,0.485,after_reproduction,207.0,211.0,516.0,12658.6,586.417,6.79155
0.49,0.5,0.495,after_reproduction,652.0,447.0,392.0,34909.1,594.931,2.53474
0.5,0.51,0.505,after_reproduction,666.0,384.0,408.0,34909.1,594.931,2.53474
0.51,0.52,0.515,after_reproduction,227.0,220.0,462.0,12658.6,586.417,6.79155
0.52,0.53,0.525,after_reproduction,21.0,49.0,585.0,1496.67,512.316,43.8419
0.53,0.54,0.535,after_reproduction,0.0,0.0,624.0,19.6653,135.206,232.397
0.54,0.55,0.545,after_reproduction,0.0,0.0,631.0,0.00847087,3.17981,298.41
0.55,0.56,0.555,after_reproduction,0.0,0.0,565.0,3.86612e-07,0.0215387,299.989
0.56,0.57,0.565,after_reproduction,0.0,0.0,511.0,2.37551e-12,5.33911e-05,300.0
0.57,0.58,0.575,after_reproduction,0.0,0.0,615.0,1.97531e-18,4.86864e-08,300.0
0.58,0.59,0.585,after_reproduction,0.0,0.0,595.0,2.22291e-25,1.63325e-11,300.0
0.59,0.6,0.595,after_reproduction,0.0,0.0,532.0,3.38549e-33,2.01559e-15,300.0
0.6,0.61,0.605,after_reproduction,0.0,0.0,654.0,6.97802e-42,9.15075e-20,300.0
0.61,0.62,0.615,after_reproduction,0.0,0.0,665.0,1.9465e-51,1.52833e-24,300.0
0.62,0.63,0.625,after_reproduction,0.0,0.0,635.0,7.34829e-62,9.39039e-30,300.0
0.63,0.64,0.635,after_reproduction,0.0,0.0,632.0,3.7543e-73,2.12254e-35,300.0
0.64,0.65,0.645,after_reproduction,0.0,0.0,602.0,2.59588e-85,1.76495e-41,300.0
0.65,0.66,0.655,after_reproduction,0.0,0.0,618.0,2.42912e-98,5.39903e-48,300.0
0.66,0.67,0.665,after_reproduction,0.0,0.0,657.0,3.07628e-112,6.0758e-55,300.0
0.67,0.68,0.675,after_reproduction,0.0,0.0,625.0,5.27247e-127,2.51534e-62,300.0
0.68,0.69,0.685,after_reproduction,0.0,0.0,500.0,1.22296e-142,3.83086e-70,300.0
0.69,0.7,0.695,after_reproduction,0.0,0.0,481.0,3.83904e-159,2.14636e-78,300.0
0.7,0.71,0.705,after_reproduction,0.0,0.0,495.0,1.63096e-176,4.42397e-87,300.0
0.71,0.72,0.715,after_reproduction,0.0,0.0,650.0,9.37723e-195,3.3545e-96,300.0
0.72,0.73,0.725,after_reproduction,0.0,0.0,647.0,7.29655e-214,9.35727e-106,300.0
0.73,0.74,0.735,after_reproduction,0.0,0.0,570.0,7.68371e-234,9.60232e-116,300.0
0.74,0.75,0.745,after_reproduction,0.0,0.0,640.0,1.09506e-254,3.62501e-126,300.0
0.75,0.76,0.755,after_reproduction,0.0,0.0,577.0,2.11209e-276,5.03439e-137,300.0
0.76,0.77,0.765,after_reproduction,0.0,0.0,532.0,5.51314e-299,2.57211e-148,300.0
0.77,0.78,0.775,after_reproduction,0.0,0.0,578.0,0.0,4.83436e-160,300.0
0.78,0.79,0.785,after_reproduction,0.0,0.0,678.0,0.0,3.34267e-172,300.0
0.79,0.8,0.795,after_reproduction,0.0,0.0,670.0,0.0,8.50264e-185,300.0
0.8,0.81,0.805,after_reproduction,0.0,0.0,585.0,0.0,7.95645e-198,300.0
0.81,0.82,0.815,after_reproduction,0.0,0.0,671.0,0.0,2.73899e-211,300.0
0.82,0.83,0.825,after_reproduction,0.0,0.0,713.0,0.0,3.4687e-225,300.0
0.83,0.84,0.835,after_reproduction,0.0,0.0,667.0,0.0,1.61603e-239,300.0
0.84,0.85,0.845,after_reproduction,0.0,0.0,602.0,0.0,2.76972e-254,300.0
0.85,0.86,0.855,after_reproduction,0.0,0.0,637.0,0.0,1.74634e-269,300.0
0.86,0.87,0.865,after_reproduction,0.0,0.0,733.0,0.0,4.05068e-285,300.0
0.87,0.88,0.875,after_reproduction,0.0,0.0,568.0,0.0,3.45647e-301,300.0
0.88,0.89,0.885,after_reproduction,0.0,0.0,569.0,0.0,1.10378e-317,300.0
0.89,0.9,0.895,after_reproduction,0.0,0.0,628.0,0.0,0.0,300.0
0.9,0.91,0.905,after_reproduction,0.0,0.0,703.0,0.0,0.0,300.0
0.91,0.92,0.915,after_reproduction,0.0,0.0,697.0,0.0,0.0,300.0
0.92,0.93,0.925,after_reproduction,0.0,0.0,644.0,0.0,0.0,300.0
0.93,0.94,0.935,after_reproduction,0.0,0.0,646.0,0.0,0.0,300.0
0.94,0.95,0.945,after_reproduction,0.0,0.0,595.0,0.0,0.0,300.0
0.95,0.96,0.955,after_reproduction,0.0,0.0,537.0,0.0,0.0,300.0
0.96,0.97,0.965,after_reproduction,0.0,0.0,546.0,0.0,0.0,300.0
0.97,0.98,0.975,after_reproduction,0.0,0.0,517.0,0.0,0.0,300.0
0.98,0.99,0.985,after_reproduction,0.0,0.0,664.0,0.0,0.0,300.0
0.99,1.0,0.995,after_reproduction,0.0,0.0,674.0,0.0,0.0,300.0
0.0,0.01,0.005,after_viability,0.0,0.0,279.0,0.0,0.0,300.0
0.01,0.02,0.015,after_viability,0.0,0.0,263.0,0.0,0.0,300.0
0.02,0.03,0.025,after_viability,0.0,0.0,237.0,0.0,0.0,300.0
0.03,0.04,0.035,after_viability,0.0,0.0,245.0,0.0,0.0,300.0
0.04,0.05,0.045,after_viability,0.0,0.0,254.0,0.0,0.0,300.0
0.05,0.06,0.055,after_viability,0.0,0.0,268.0,0.0,0.0,300.0
0.06,0.07,0.065,after_viability,0.0,0.0,242.0,0.0,0.0,300.0
0.07,0.08,0.075,after_viability,0.0,0.0,225.0,0.0,0.0,300.0
0.08,0.09,0.085,after_viability,0.0,0.0,212.0,0.0,0.0,300.0
0.09,0.1,0.095,after_viability,0.0,0.0,206.0,0.0,0.0,300.0
0.1,0.11,0.105,after_viability,0.0,0.0,224.0,0.0,0.0,300.0
0.11,0.12,0.115,after_viability,0.0,0.0,234.0,0.0,1.01548e-317,300.0
0.12,0.13,0.125,after_viability,0.0,0.0,187.0,0.0,3.17995e-301,300.0
0.13,0.14,0.135,after_viability,0.0,0.0,257.0,0.0,3.72663e-285,300.0
0.14,0.15,0.145,after_viability,0.0,0.0,201.0,0.0,1.60664e-269,300.0
0.15,0.16,0.155,after_viability,0.0,0.0,211.0,0.0,2.54815e-254,300.0
0.16,0.17,0.165,after_viability,0.0,0.0,203.0,0.0,1.48675e-239,300.0
0.17,0.18,0.175,after_viability,0.0,0.0,241.0,0.0,3.1912e-225,300.0
0.18,0.19,0.185,after_viability,0.0,0.0,233.0,0.0,2.51987e-211,300.0
0.19,0.2,0.195,after_viability,0.0,0.0,255.0,0.0,7.31993e-198,300.0
0.2,0.21,0.205,after_viability,0.0,0.0,267.0,0.0,7.82243e-185,300.0
0.21,0.22,0.215,after_viability,0.0,0.0,300.0,0.0,3.07526e-172,300.0
0.22,0.23,0.225,after_viability,0.0,0.0,244.0,0.0,4.44761e-160,300.0
0.23,0.24,0.235,after_viability,0.0,0.0,264.0,6.83629e-299,2.36634e-148,300.0
0.24,0.25,0.245,after_viability,0.0,0.0,220.0,2.61899e-276,4.63164e-137,300.0
0.25,0.26,0.255,after_viability,0.0,0.0,208.0,1.35787e-254,3.33501e-126,300.0
0.26,0.27,0.265,after_viability,0.0,0.0,209.0,9.52781e-234,8.83414e-116,300.0
0.27,0.28,0.275,after_viability,0.0,0.0,213.0,9.04772e-214,8.60869e-106,300.0
0.28,0.29,0.285,after_viability,0.0,0.0,209.0,1.16278e-194,3.08614e-96,300.0
0.29,0.3,0.295,after_viability,0.0,0.0,235.0,2.02239e-176,4.07005e-87,300.0
0.3,0.31,0.305,after_viability,0.0,0.0,222.0,4.7604e-159,1.97465e-78,300.0
0.31,0.32,0.315,after_viability,0.0,0.0,240.0,1.51647e-142,3.5244e-70,300.0
0.32,0.33,0.325,after_viability,0.0,0.0,250.0,6.53786e-127,2.31412e-62,300.0
0.33,0.34,0.335,after_viability,0.0,0.0,251.0,3.81459e-112,5.58974e-55,300.0
0.34,0.35,0.345,after_viability,0.0,0.0,242.0,3.01211e-98,4.9671e-48,300.0
0.35,0.36,0.355,after_viability,0.0,0.0,253.0,3.21889e-85,1.62375e-41,300.0
0.36,0.37,0.365,after_viability,0.0,0.0,257.0,4.65534e-73,1.95273e-35,300.0
0.37,0.38,0.375,after_viability,0.0,0.0,267.0,9.11188e-62,8.63916e-30,300.0
0.38,0.39,0.385,after_viability,0.0,0.0,277.0,2.41366e-51,1.40606e-24,300.0
0.39,0.4,0.395,after_viability,0.0,0.0,245.0,8.65275e-42,8.41869e-20,300.0
0.4,0.41,0.405,after_viability,0.0,0.0,262.0,4.19801e-33,1.85434e-15,300.0
0.41,0.42,0.415,after_viability,0.0,0.0,205.0,2.75641e-25,1.50259e-11,300.0
0.42,0.43,0.425,after_viability,0.0,0.0,201.0,2.44938e-18,4.47915e-08,300.0
0.43,0.44,0.435,after_viability,0.0,0.0,201.0,2.94563e-12,4.91198e-05,300.0
0.44,0.45,0.445,after_viability,0.0,1.0,229.0,4.79401e-07,0.0198158,299.991
0.45,0.46,0.455,after_viability,0.0,4.0,223.0,0.0105127,2.92787,298.66
0.46,0.47,0.465,after_viability,5.0,20.0,233.0,24.775,126.379,236.114
0.47,0.48,0.475,after_viability,30.0,52.0,204.0,1606.8,408.074,37.9579
0.48,0.49,0.485,after_viability,92.0,145.0,161.0,12806.1,440.154,5.54088
0.49,0.5,0.495,after_viability,169.0,200.0,138.0,35061.2,443.323,2.05305
0.5,0.51,0.505,after_viability,169.0,170.0,133.0,35061.2,443.323,2.05305
0.51,0.52,0.515,after_viability,110.0,127.0,134.0,12806.1,440.154,5.54088
0.52,0.53,0.525,after_viability,26.0,58.0,200.0,1606.8,408.074,37.9579
0.53,0.54,0.535,after_viability,3.0,22.0,216.0,24.775,126.379,236.114
0.54,0.55,0.545,after_viability,1.0,2.0,245.0,0.0105127,2.92787,298.66
0.55,0.56,0.555,after_viability,0.0,0.0,243.0,4.79401e-07,0.0198158,299.991
0.56,0.57,0.565,after_viability,0.0,0.0,195.0,2.94563e-12,4.91198e-05,300.0
0.57,0.58,0.575,after_viability,0.0,0.0,221.0,2.44938e-18,4.47915e-08,300.0
0.58,0.59,0.585,after_viability,0.0,0.0,214.0,2.75641e-25,1.50259e-11,300.0
0.59,0.6,0.595,after_viability,0.0,0.0,259.0,4.19801e-33,1.85434e-15,300.0
0.6,0.61,0.605,after_viability,0.0,0.0,243.0,8.65275e-42,8.41869e-20,300.0
0.61,0.62,0.615,after_viability,0.0,0.0,223.0,2.41366e-51,1.40606e-24,300.0
0.62,0.63,0.625,after_viability,0.0,0.0,239.0,9.11188e-62,8.63916e-30,300.0
0.63,0.64,0.635,after_viability,0.0,0.0,260.0,4.65534e-73,1.95273e-35,300.0
0.64,0.65,0.645,after_viability,0.0,0.0,218.0,3.21889e-85,1.62375e-41,300.0
0.65,0.66,0.655,after_viability,0.0,0.0,246.0,3.01211e-98,4.9671e-48,300.0
0.66,0.67,0.665,after_viability,0.0,0.0,224.0,3.81459e-112,5.58974e-55,300.0
0.67,0.68,0.675,after_viability,0.0,0.0,226.0,6.53786e-127,2.31412e-62,300.0
0.68,0.69,0.685,after_viability,0.0,0.0,195.0,1.51647e-142,3.5244e-70,300.0
0.69,0.7,0.695,after_viability,0.0,0.0,184.0,4.7604e-159,1.97465e-78,300.0
0.7,0.71,0.705,after_viability,0.0,0.0,222.0,2.02239e-176,4.07005e-87,300.0
0.71,0.72,0.715,after_viability,0.0,0.0,226.0,1.16278e-194,3.08614e-96,300.0
0.72,0.73,0.725,after_viability,0.0,0.0,235.0,9.04772e-214,8.60869e-106,300.0
0.73,0.74,0.735,after_viability,0.0,0.0,223.0,9.52781e-234,8.83414e-116,300.0
0.74,0.75,0.745,after_viability,0.0,0.0,236.0,1.35787e-254,3.33501e-126,300.0
0.75,0.76,0.755,after_viability,0.0,0.0,211.0,2.61899e-276,4.63164e-137,300.0
0.76,0.77,0.765,after_viability,0.0,0.0,225.0,6.83629e-299,2.36634e-148,300.0
0.77,0.78,0.775,after_viability,0.0,0.0,243.0,0.0,4.44761e-160,300.0
0.78,0.79,0.785,after_viability,0.0,0.0,227.0,0.0,3.07526e-172,300.0
0.79,0.8,0.795,after_viability,0.0,0.0,228.0,0.0,7.82243e-185,300.0
0.8,0.81,0.805,after_viability,0.0,0.0,208.0,0.0,7.31993e-198,300.0
0.81,0.82,0.815,after_viability,0.0,0.0,252.0,0.0,2.51987e-211,300.0
0.82,0.83,0.825,after_viability,0.0,0.0,267.0,0.0,3.1912e-225,300.0
0.83,0.84,0.835,after_viability,0.0,0.0,265.0,0.0,1.48675e-239,300.0
0.84,0.85,0.845,after_viability,0.0,0.0,245.0,0.0,2.54815e-254,300.0
0.85,0.86,0.855,after_viability,0.0,0.0,250.0,0.0,1.60664e-269,300.0
0.86,0.87,0.865,after_viability,0.0,0.0,252.0,0.0,3.72663e-285,300.0
0.87,0.88,0.875,after_viability,0.0,0.0,225.0,0.0,3.17995e-301,300.0
0.88,0.89,0.885,after_viability,0.0,0.0,226.0,0.0,1.01548e-317,300.0
0.89,0.9,0.895,after_viability,0.0,0.0,204.0,0.0,0.0,300.0
0.9,0.91,0.905,after_viability,0.0,0.0,263.0,0.0,0.0,300.0
0.91,0.92,0.915,after_viability,0.0,0.0,260.0,0.0,0.0,300.0
0.92,0.93,0.925,after_viability,0.0,0.0,234.0,0.0,0.0,300.0
0.93,0.94,0.935,after_viability,0.0,0.0,238.0,0.0,0.0,300.0
0.94,0.95,0.945,after_viability,0.0,0.0,242.0,0.0,0.0,300.0
0.95,0.96,0.955,after_viability,0.0,0.0,205.0,0.0,0.0,300.0
0.96,0.97,0.965,after_viability,0.0,0.0,209.0,0.0,0.0,300.0
0.97,0.98,0.975,after_viability,0.0,0.0,179.0,0.0,0.0,300.0
0.98,0.99,0.985,after_viability,0.0,0.0,282.0,0.0,0.0,300.0
